name,year,movie_tv_id,movie_tv_name,type,department,job,actor_id
Joshua Hollander,2003,13,Finding Nemo,movie,Production,Unit Manager,1719096
Mark Berrow,2003,13,Finding Nemo,movie,Sound,Musician,1733019
Mary Beth Smith,2003,13,Finding Nemo,movie,Editing,Negative Cutter,1739962
Jeff Wan,2003,13,Finding Nemo,movie,Camera,Camera Technician,1742751
Doug Sheppeck,2003,13,Finding Nemo,movie,Visual Effects,Animation,1748691
Oren Jacob,2003,13,Finding Nemo,movie,Crew,Supervising Technical Director,1748698
Desirée Mourad,2003,13,Finding Nemo,movie,Crew,Public Relations,1748709
Desirée Mourad,2003,13,Finding Nemo,movie,Crew,Thanks,1748709
Mark Whiting,2003,13,Finding Nemo,movie,Visual Effects,Visual Development,1759722
Alex Orrelle,2003,13,Finding Nemo,movie,Crew,Thanks,1788770
Lisa Forssel,2003,13,Finding Nemo,movie,Crew,CG Supervisor,1830788
Danielle Feinberg,2003,13,Finding Nemo,movie,Crew,CG Supervisor,1830790
Michael Fong,2003,13,Finding Nemo,movie,Crew,CG Supervisor,1830791
Michael Lorenzen,2003,13,Finding Nemo,movie,Crew,CG Supervisor,1830793
D.J. Cleland-Hura,2003,13,Finding Nemo,movie,Visual Effects,Visual Development,1830810
Simon Varela,2003,13,Finding Nemo,movie,Visual Effects,Visual Development,1830811
Jacob Parsons,2003,13,Finding Nemo,movie,Editing,Editorial Production Assistant,1830812
Peter T. Schreiber,2003,13,Finding Nemo,movie,Crew,Production Office Assistant,1830814
Miguel Ángel Poveda,2003,13,Finding Nemo,movie,Crew,Post Production Supervisor,1847643
James S. Baker,2003,13,Finding Nemo,movie,Art,Additional Storyboarding,1992727
Rachel Bolt,2003,13,Finding Nemo,movie,Sound,Musician,1993184
Carlos Baena,2003,13,Finding Nemo,movie,Visual Effects,Animation,1993326
Travis Hathaway,2003,13,Finding Nemo,movie,Visual Effects,Animation,1993395
Rob Jensen,2003,13,Finding Nemo,movie,Visual Effects,Animation,1993421
Matt Majers,2003,13,Finding Nemo,movie,Visual Effects,Animation,1993494
Cameron Miyasaki,2003,13,Finding Nemo,movie,Visual Effects,Animation,1993499
Chuck Waite,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1993657
Adam Woodbury,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994385
Heather Feng,2003,13,Finding Nemo,movie,Production,Administration,1994396
Heather Feng,2003,13,Finding Nemo,movie,Crew,Thanks,1994396
Timothy Glass,2003,13,Finding Nemo,movie,Production,Finance,1994401
Timothy Glass,2003,13,Finding Nemo,movie,Crew,Thanks,1994401
Heather D.C. Jackson,2003,13,Finding Nemo,movie,Production,Finance,1994408
Heather D.C. Jackson,2003,13,Finding Nemo,movie,Crew,Thanks,1994408
Cory Knox,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994410
Matthew Lindahl,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994416
Terry Lee Moseley,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994421
Kristina Ruud,2003,13,Finding Nemo,movie,Production,Finance,1994442
Kristina Ruud,2003,13,Finding Nemo,movie,Crew,Thanks,1994442
Wendy Dale Tanzillo,2003,13,Finding Nemo,movie,Production,Administration,1994448
Wendy Dale Tanzillo,2003,13,Finding Nemo,movie,Crew,Thanks,1994448
Deana Walker,2003,13,Finding Nemo,movie,Production,Finance,1994450
Deana Walker,2003,13,Finding Nemo,movie,Crew,Thanks,1994450
Annette Wang,2003,13,Finding Nemo,movie,Production,Finance,1994452
Annette Wang,2003,13,Finding Nemo,movie,Crew,Thanks,1994452
Ian Westcott,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994456
Lars R. Damerow,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994534
Jennifer Becker,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994645
Gabriel Benveniste,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994646
Will Csaklos,2003,13,Finding Nemo,movie,Writing,Story Consultant,1994647
Edward Escueta,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994648
Lisa Forssell,2003,13,Finding Nemo,movie,Crew,CG Supervisor,1994649
Grant Gatzke,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994650
Bethany Jane Hanson,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994651
Ling Hsu,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994653
Jason 'Jayfish' Hull,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994654
Nelson Siu,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994679
Elle Yoko Suzuki,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994682
Andy Thomas,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994684
Christopher C. Walker,2003,13,Finding Nemo,movie,Crew,Information Systems Manager,1994689
Jay Weiland,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1994690
Andrew Findon,2003,13,Finding Nemo,movie,Sound,Musician,1995611
Anna Noakes,2003,13,Finding Nemo,movie,Sound,Musician,1995613
Lisa Ellis,2003,13,Finding Nemo,movie,Crew,Thanks,1996151
David R. Haumann,2003,13,Finding Nemo,movie,Crew,Thanks,1996245
Cherise Miller,2003,13,Finding Nemo,movie,Crew,Thanks,1996845
Karen Perry,2003,13,Finding Nemo,movie,Production,Finance,1997789
Karen Perry,2003,13,Finding Nemo,movie,Crew,Thanks,1997789
Sue Williams,2003,13,Finding Nemo,movie,Production,Finance,1997790
Sue Williams,2003,13,Finding Nemo,movie,Crew,Thanks,1997790
Marlon Castro,2003,13,Finding Nemo,movie,Crew,Security,1997839
Marlon Castro,2003,13,Finding Nemo,movie,Crew,Thanks,1997839
Joni Superticioso,2003,13,Finding Nemo,movie,Crew,Security,1997850
Joni Superticioso,2003,13,Finding Nemo,movie,Crew,Thanks,1997850
Alisa Gilden,2003,13,Finding Nemo,movie,Crew,Information Systems Manager,1997868
May Pon,2003,13,Finding Nemo,movie,Crew,Information Systems Manager,1997869
BoB 'Naked BoB' Morgan,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1997878
Jose Ignacio,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1997880
James G. Dashe,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1997888
Edgar Quinones,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1997893
Bryan Bird,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1997896
Mark Pananganan,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1997906
Peter Kaldis,2003,13,Finding Nemo,movie,Crew,Information Systems Manager,1997908
Elyse Klaidman,2003,13,Finding Nemo,movie,Crew,Thanks,1998189
Michael O'Brien,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,1999000
Andra Smith,2003,13,Finding Nemo,movie,Editing,Editorial Services,2000193
Jeff Whittle,2003,13,Finding Nemo,movie,Editing,Editorial Services,2000194
Meagan Miller,2003,13,Finding Nemo,movie,Crew,Craft Service,2000477
Meagan Miller,2003,13,Finding Nemo,movie,Crew,Thanks,2000477
Mary Conlin,2003,13,Finding Nemo,movie,Crew,Public Relations,2000487
Mary Conlin,2003,13,Finding Nemo,movie,Crew,Thanks,2000487
Ross Dickinson,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2000494
Will Phan,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2000498
Auburn C. 'Aubie' Schmidt,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2000499
Jonathan Williams,2003,13,Finding Nemo,movie,Sound,Musician,2001870
Paul Kegg,2003,13,Finding Nemo,movie,Sound,Musician,2002536
Dennis 'D.J.' Jennings,2003,13,Finding Nemo,movie,Crew,Thanks,2002707
Bill Polson,2003,13,Finding Nemo,movie,Crew,Thanks,2002711
Steven Argula,2003,13,Finding Nemo,movie,Crew,Public Relations,2002773
Steven Argula,2003,13,Finding Nemo,movie,Crew,Thanks,2002773
Jason B. Hendrix,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2003502
Alex Stahl,2003,13,Finding Nemo,movie,Crew,Information Systems Manager,2003541
Warren Hays,2003,13,Finding Nemo,movie,Crew,Information Systems Manager,2003682
Tom Carlisle,2003,13,Finding Nemo,movie,Crew,Thanks,2004865
Kenny Condit,2003,13,Finding Nemo,movie,Crew,Thanks,2004866
Craig Payne,2003,13,Finding Nemo,movie,Crew,Thanks,2004875
Clay Welch,2003,13,Finding Nemo,movie,Crew,Public Relations,2004877
Clay Welch,2003,13,Finding Nemo,movie,Crew,Thanks,2004877
Dale McBeath,2003,13,Finding Nemo,movie,Visual Effects,Animation,2004918
Adam Bronstein,2003,13,Finding Nemo,movie,Directing,Script Coordinator,2004922
Adam Bronstein,2003,13,Finding Nemo,movie,Writing,Story Coordinator,2004922
Roger Rose,2003,13,Finding Nemo,movie,Visual Effects,Animation,2004942
Kim Collins,2003,13,Finding Nemo,movie,Production,Unit Manager,2004993
Randy Nelson,2003,13,Finding Nemo,movie,Crew,Thanks,2005102
Keith Johnson,2003,13,Finding Nemo,movie,Crew,Thanks,2006821
Leeann Alameda,2003,13,Finding Nemo,movie,Crew,Public Relations,2008758
Leeann Alameda,2003,13,Finding Nemo,movie,Crew,Thanks,2008758
Omid Amjadi,2003,13,Finding Nemo,movie,Crew,Thanks,2008759
Anne Barson,2003,13,Finding Nemo,movie,Crew,Public Relations,2008760
Anne Barson,2003,13,Finding Nemo,movie,Crew,Thanks,2008760
Hal Beral,2003,13,Finding Nemo,movie,Crew,Thanks,2008761
Shannon Brown,2003,13,Finding Nemo,movie,Crew,Public Relations,2008763
Shannon Brown,2003,13,Finding Nemo,movie,Crew,Thanks,2008763
Aaron Burt,2003,13,Finding Nemo,movie,Crew,Thanks,2008764
Benjamin Butcher,2003,13,Finding Nemo,movie,Crew,Public Relations,2008765
Benjamin Butcher,2003,13,Finding Nemo,movie,Crew,Thanks,2008765
Jeanmarie M. Carrasco,2003,13,Finding Nemo,movie,Crew,Public Relations,2008766
Jeanmarie M. Carrasco,2003,13,Finding Nemo,movie,Crew,Thanks,2008766
Erin Cass,2003,13,Finding Nemo,movie,Crew,Thanks,2008767
Shelby Madeleine Cass,2003,13,Finding Nemo,movie,Crew,Thanks,2008768
Maria Elena Magana Cervantes,2003,13,Finding Nemo,movie,Crew,Thanks,2008769
Kathleen Chanover,2003,13,Finding Nemo,movie,Crew,Public Relations,2008770
Kathleen Chanover,2003,13,Finding Nemo,movie,Crew,Thanks,2008770
Mary Coleman,2003,13,Finding Nemo,movie,Crew,Thanks,2008772
Fernando Contreras,2003,13,Finding Nemo,movie,Crew,Craft Service,2008778
Fernando Contreras,2003,13,Finding Nemo,movie,Crew,Thanks,2008778
Ena Chan Cratsenburg,2003,13,Finding Nemo,movie,Production,Administration,2008779
Ena Chan Cratsenburg,2003,13,Finding Nemo,movie,Crew,Thanks,2008779
Ray Davis,2003,13,Finding Nemo,movie,Crew,Thanks,2008780
William de Ridder,2003,13,Finding Nemo,movie,Crew,Thanks,2008781
Roni Douglas,2003,13,Finding Nemo,movie,Crew,Thanks,2008782
Marty Eshoff,2003,13,Finding Nemo,movie,Production,Administration,2009031
Marty Eshoff,2003,13,Finding Nemo,movie,Crew,Thanks,2009031
Loretta Framsted,2003,13,Finding Nemo,movie,Crew,Craft Service,2009032
Loretta Framsted,2003,13,Finding Nemo,movie,Crew,Thanks,2009032
Mark Frazitto,2003,13,Finding Nemo,movie,Production,Administration,2009033
Mark Frazitto,2003,13,Finding Nemo,movie,Crew,Thanks,2009033
Christine W. Freeman,2003,13,Finding Nemo,movie,Crew,Thanks,2009034
Joe Garcia,2003,13,Finding Nemo,movie,Crew,Thanks,2009035
Jody Giacomini,2003,13,Finding Nemo,movie,Crew,Thanks,2009036
Lola Gill,2003,13,Finding Nemo,movie,Crew,Thanks,2009037
Craig Gillespie,2003,13,Finding Nemo,movie,Crew,Thanks,2009040
Paul Gillis,2003,13,Finding Nemo,movie,Crew,Thanks,2009041
Daniel A. Goodman,2003,13,Finding Nemo,movie,Crew,Thanks,2009042
Gale Gortney,2003,13,Finding Nemo,movie,Crew,Thanks,2009043
Dawn Haagstad,2003,13,Finding Nemo,movie,Crew,Thanks,2009044
Karen Hartquist,2003,13,Finding Nemo,movie,Crew,Public Relations,2009045
Karen Hartquist,2003,13,Finding Nemo,movie,Crew,Thanks,2009045
Stacey Hendrickson,2003,13,Finding Nemo,movie,Crew,Thanks,2009046
Anne Ho,2003,13,Finding Nemo,movie,Production,Administration,2009047
Anne Ho,2003,13,Finding Nemo,movie,Crew,Thanks,2009047
Michael Jones,2003,13,Finding Nemo,movie,Crew,Security,2009048
Michael Jones,2003,13,Finding Nemo,movie,Crew,Thanks,2009048
Paul Kim,2003,13,Finding Nemo,movie,Production,Administration,2009049
Paul Kim,2003,13,Finding Nemo,movie,Crew,Thanks,2009049
Keith Kolder,2003,13,Finding Nemo,movie,Crew,Public Relations,2009050
Keith Kolder,2003,13,Finding Nemo,movie,Crew,Thanks,2009050
Keith Kops,2003,13,Finding Nemo,movie,Crew,Security,2009051
Keith Kops,2003,13,Finding Nemo,movie,Crew,Thanks,2009051
Renee Lamri,2003,13,Finding Nemo,movie,Crew,Thanks,2009052
Brandon T. Loose,2003,13,Finding Nemo,movie,Crew,Thanks,2009053
Emery Low,2003,13,Finding Nemo,movie,Crew,Public Relations,2009054
Emery Low,2003,13,Finding Nemo,movie,Crew,Thanks,2009054
Candelaria Lozano,2003,13,Finding Nemo,movie,Crew,Craft Service,2009055
Candelaria Lozano,2003,13,Finding Nemo,movie,Crew,Thanks,2009055
Andrew Lyndon,2003,13,Finding Nemo,movie,Crew,Thanks,2009056
Linda McCampbell,2003,13,Finding Nemo,movie,Production,Administration,2009057
Linda McCampbell,2003,13,Finding Nemo,movie,Crew,Thanks,2009057
Lisa McCampbell,2003,13,Finding Nemo,movie,Production,Administration,2009058
Lisa McCampbell,2003,13,Finding Nemo,movie,Crew,Thanks,2009058
Patricia Moran,2003,13,Finding Nemo,movie,Crew,Public Relations,2009059
Patricia Moran,2003,13,Finding Nemo,movie,Crew,Thanks,2009059
Cheryl Murata,2003,13,Finding Nemo,movie,Production,Administration,2009060
Cheryl Murata,2003,13,Finding Nemo,movie,Crew,Thanks,2009060
Maricela Navarro,2003,13,Finding Nemo,movie,Crew,Craft Service,2009061
Maricela Navarro,2003,13,Finding Nemo,movie,Crew,Thanks,2009061
Molly Nealan,2003,13,Finding Nemo,movie,Production,Administration,2009062
Molly Nealan,2003,13,Finding Nemo,movie,Crew,Thanks,2009062
Andrea Nordemann,2003,13,Finding Nemo,movie,Production,Administration,2009063
Andrea Nordemann,2003,13,Finding Nemo,movie,Crew,Thanks,2009063
Edgar A. Ochoa,2003,13,Finding Nemo,movie,Crew,Thanks,2009064
Karen Paik,2003,13,Finding Nemo,movie,Crew,Thanks,2009065
Marcia Peck,2003,13,Finding Nemo,movie,Crew,Thanks,2009067
Sangeeta Prashar,2003,13,Finding Nemo,movie,Crew,Thanks,2009068
Jose Ramirez,2003,13,Finding Nemo,movie,Crew,Craft Service,2009070
Jose Ramirez,2003,13,Finding Nemo,movie,Crew,Thanks,2009070
Jonathan G. Rodriguez,2003,13,Finding Nemo,movie,Crew,Security,2009071
Jonathan G. Rodriguez,2003,13,Finding Nemo,movie,Crew,Thanks,2009071
Alice Rosen,2003,13,Finding Nemo,movie,Crew,Thanks,2009075
Guillermo Segovia,2003,13,Finding Nemo,movie,Crew,Craft Service,2009077
Guillermo Segovia,2003,13,Finding Nemo,movie,Crew,Thanks,2009077
Dylan Sisson,2003,13,Finding Nemo,movie,Crew,Thanks,2009080
Joan Smalley,2003,13,Finding Nemo,movie,Production,Administration,2009081
Joan Smalley,2003,13,Finding Nemo,movie,Crew,Thanks,2009081
Michele Spane,2003,13,Finding Nemo,movie,Crew,Public Relations,2009082
Michele Spane,2003,13,Finding Nemo,movie,Crew,Thanks,2009082
Beatrice Springborn,2003,13,Finding Nemo,movie,Crew,Thanks,2009083
Adam P. Summers,2003,13,Finding Nemo,movie,Crew,Thanks,2009084
Krista Swager,2003,13,Finding Nemo,movie,Crew,Public Relations,2009085
Krista Swager,2003,13,Finding Nemo,movie,Crew,Thanks,2009085
Osvaldo Tomatis,2003,13,Finding Nemo,movie,Crew,Craft Service,2009086
Osvaldo Tomatis,2003,13,Finding Nemo,movie,Crew,Thanks,2009086
Monica VanDis,2003,13,Finding Nemo,movie,Crew,Thanks,2009087
Olga Velaszquez,2003,13,Finding Nemo,movie,Crew,Craft Service,2009089
Olga Velaszquez,2003,13,Finding Nemo,movie,Crew,Thanks,2009089
Valerie Villas,2003,13,Finding Nemo,movie,Crew,Security,2009090
Valerie Villas,2003,13,Finding Nemo,movie,Crew,Thanks,2009090
Wendy Wirthlin,2003,13,Finding Nemo,movie,Crew,Thanks,2009092
Humera Yasmin Khan,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009140
Neftalí Álvarez 'El Magnífico',2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009154
Kelly T. Peters,2003,13,Finding Nemo,movie,Production,Unit Manager,2009155
Michael Warch,2003,13,Finding Nemo,movie,Production,Unit Manager,2009156
Siouxsie Stewart,2003,13,Finding Nemo,movie,Production,Unit Manager,2009157
David Fulp,2003,13,Finding Nemo,movie,Crew,Production Artist,2009158
James Pearson,2003,13,Finding Nemo,movie,Crew,Production Artist,2009159
Heidi Cruz,2003,13,Finding Nemo,movie,Crew,Schedule Coordinator,2009160
James Bartel,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009161
Miles Egan,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009162
Sandy Falby,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009163
Joshua Grant,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009164
Kenneth 'Yo' Huey,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009165
Elise Knowles,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009167
Jeanie T. Oh,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009169
Kathleen H. Parmelee,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009170
Rachel Raffael-Gates,2003,13,Finding Nemo,movie,Directing,Script Coordinator,2009172
Dan Jeup,2003,13,Finding Nemo,movie,Directing,Script Supervisor,2009173
Ben Catmull,2003,13,Finding Nemo,movie,Visual Effects,Animation,2009175
Kearsley Higgins,2003,13,Finding Nemo,movie,Visual Effects,Animation Department Coordinator,2009179
Paul Topolos,2003,13,Finding Nemo,movie,Visual Effects,Matte Painter,2130671
Vince Caro,2003,13,Finding Nemo,movie,Crew,Additional Dialogue,2215422
Courtney Booker,2003,13,Finding Nemo,movie,Art,Digital Storyboarding,2216331
Paul Springer,2003,13,Finding Nemo,movie,Production,Post Production Coordinator,2216338
Jessica Donohoe,2003,13,Finding Nemo,movie,Production,Production Assistant,2216340
Blake Tucker,2003,13,Finding Nemo,movie,Writing,Story Manager,2216342
