movieId,name,identifier,display_name,overview,title
1,English,en,English,Blondie and Dagwood are about to celebrate their fifth wedding anniversary but this happy occasion is marred when the bumbling Dagwood gets himself involved in a scheme that is promising financial ruin for the Bumstead family.,
2,Deutsch,de,German,,
2,English,en,English,,"Peter Voss, Thief of Millions"
3,Český,cs,Czech,Povídkový film pěti režisérů a jejich pohled na lásku dvacetiletých.,Láska ve dvaceti letech
3,Dansk,da,Danish,"De unge elskende, forener 5 forskellige instruktører rundt om i verden og præsenterer hver især hvad kærlighed er, når man er 20 år.",De unge elskende
3,Deutsch,de,German,,Liebe mit zwanzig
3,English,en,English,Love at Twenty unites five directors from five different countries to present their different perspectives on what love really is at the age of 20. The episodes are united with the score of Georges Delerue and still photos of Henri Cartier-Bresson.,Love at Twenty
3,Español,es,Spanish,"Cinco episodios sobre el amor, dirigidos por conocidos directores. François Truffaut, en ""Antoine et Colette"", trata de un inocente amor entre un joven y una mujer madura. Renzo Rossellini sigue las andanzas de dos mujeres que comparten un amante. Shintaro Ishihara ofrece un violento retrato de un joven perturbado que se convierte en asesino de mujeres. El episodio de Marcel Ophüls (hijo del gran Max Ophüls) se centra en un periodista que, tras un breve encuentro, deja a una mujer embarazada y tendrá que afrontar su responsabilidade como padre. El episodio dirigido por el polaco Andrzej Wajda habla de un joven soldado cuyas hazañas provocan la admiración de una mujer.",El amor a los veinte años
3,Français,fr,French,Cinq sketches sur les amours de jeunes gens de cinq pays différents.,
3,Italiano,it,Italian,"Cinque città, Roma, Parigi, Monaco di Baviera, Varsavia, Tokio, per cinque episodi diretti da cinque registi per sviscerare l'amore dei ventenni vissuto da una parte e dell'altra del mondo.",L'amore a vent'anni
3,Português,pt,Portuguese,Diretores ao redor do mundo apresentam diferentes perspectivas sobre o que é o amor aos 20 anos.,O Amor aos 20 Anos
3,Português,pt,Portuguese,"O amor aos 20 anos, segundo fragmentos de filmes dirigidos por 5 diretores de diversos países: François Truffaut, Shintarô Ishihara, Marcel Ophüls, Renzo Rossellini e Andrzej Wajda.",O amor aos vinte anos
3,Pусский,ru,Russian,"Антуан взрослеет, и уже не тот бунтарь, каким он был раньше. Его любви к Колетт посвящается это психологическое исследование юности.",Любовь в двадцать лет
3,svenska,sv,Swedish,En episodfilm där fem regissörer från fem olika länder skildrar ung kärlek.,Kärlek vid 20 år
3,普通话,zh,Mandarin,　　五位著名导演，各自执导了一段关于二十岁恋情的短片。 　　一、特吕弗《安托万与柯莱特》：《四百下》男主角安托万人生故事的延续，安托万暗恋上比自己年纪稍大的柯莱特，柯莱特却只把他当作弟弟般地看待，安托万的早恋就此无疾而终。 　　二、瓦伊达《华沙》：少女爱上了在动物园里见义勇为的男子，而力邀他参与家里的青年朋友聚会。不经意间，一些场景细节勾起了男子战时的记忆伤痕…… 　　三、罗西里尼（无标题）：可怜的下层女孩不甘心充当第三者，却被成熟老练的贵妇寥寥数语击溃了心理防线…… 　　四、石原慎太郎（无标题）：年轻的工人暗恋上气质非凡的女子，尽管每天都会在路上碰面，他却不敢有所表达而沉耽于幻想，被压抑的强烈欲望最终引发为悲剧。 　　五、马克斯•奥菲尔斯（无标题）：借助于往昔青春岁月的甜蜜回忆，一对夫妇逐步修复彼此之间的关系裂痕。,二十岁之恋
4,Deutsch,de,German,,
4,English,en,English,"Gee Atherton ripping the Worlds course the day after winning the race, Robbie Bourdon stomping a 70 ft. flat spin and Fabien Barel dropping an insane, near vertical line in Morocco, that's right New World Disorder is back with it's 9th installment, ""Never Enough."" Filmed exclusively in Super 16mm and High Definition, the world premiere will screen September 24th, during the annual Interbike trade show in Las Vegas.",
5,English,en,English,"Elmo is making a very, very super special surprise card for someone Elmo really loves but a gust of wind blows it away! Rosita joins Elmo to chase after the card but they can't reach it. Can Super Grover use his heroic skills to save the day? Will Elmo be able to give his surprise card to someone very special? Join Elmo, Rosita and Grover as they learn about love, emotions and friendship in this love-ly tale featuring the new song ""Elmo Loves You"" and a special music video about signing ""I Love You"".",
6,Český,cs,Czech,,
6,Dansk,da,Danish,"Taisto har ikke meget held i sprøjten. Først bliver han fyret, og bagefter bliver han frarøvet sine sidste penge. Da han senere møder den ene af røverne og vil gøre regnskabet op, ender han selv i fængsel for overfald. Heldigvis har han også mødt Irmeli og sammen med Taistos cellekammeret begynder parret at planlægge flugten.",
6,Deutsch,de,German,"Lappland Ende der 80er Jahre: Ein Bergwerk wird gesprengt und somit verlieren Taisto (Turo Pajala) und sein Vater ihren Job. Sein Vater sieht keine Hoffnung mehr und erschießt sich, kurz vorher gibt er Taisto noch die Schlüssel seines Wagens. Mit dem macht Taisto sich von nun an durch Finnland auf der Suche nach Arbeit auf und landet schließlich in Helsinki. Dort verliebt er sich und landet später im Gefängnis. Er bricht aus und versucht nochmal neu anzufangen...",Ariel - Abgebrannt in Helsinki
6,ελληνικά,el,Greek,"Μια σειρά από άτυχα συμβάντα αλλάζουν για πάντα τη ζωή του Ταϊστό. Αρχικά, χάνει τη δουλειά του, όταν κλείνει το ορυχείο όπου εργάζονταν. Έπειτα, ένας φίλος του με τάσεις αυτοκτονίας τού δίνει το αυτοκίνητο του κι ο Ταϊστο παίρνει όλα του τα χρήματα για να πάει στην πόλη να βρει δουλειά. Εκεί, όμως, θα βρεθεί χωρίς χρήματα, αφού θα πέσει θύμα ληστείας. Θα γνωρίσει τότε την Ιρμέλι, μια χήρα που κάνει πολλές δουλειές για να συντηρήσει τον γιο της, αλλά και για να πληρώσει την υποθήκη που έχει βάλει. Αυτό, όμως, δεν αλλάζει τη μοίρα του Ταϊστό, αφού θα βρεθεί κατηγορούμενος για ληστεία κι επίθεση… απέναντι σε έναν από αυτούς που τον κλέψανε.",Άριελ
6,English,en,English,"Taisto Kasurinen is a Finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail, he starts to dream about leaving the country and starting a new life. He escapes from prison but things don't go as planned...",
6,Español,es,Spanish,"Premiada por la Sociedad de Críticos de Estados Unidos en 1990 como la mejor película extranjera, este filme es una exploración de la realidad finlandesa: desempleo, corrupción y vigilancia policial...",
6,suomi,fi,Finnish,"Elokuva kertoo rautakaivosmies Taisto Kasurisesta, jonka isä tekee itsemurhan. Taisto tottelee isänsä ajatuksia omasta tulevaisuudestaan ja suuntaa matkansa etelään päin. Elokuvassa kuvataan ihmisen päättäväisyyttä ja sen vaikutusta yksilön tarinaan kaurismäkeläisinä kauniina kuvina, maailmassa vailla myötätuntoa.",
6,Français,fr,French,"Salla, petite ville minière de la Laponie. Taisto Kasurinen, mineur, hérite d’une « belle américaine » après le suicide de son propriétaire. Il retire toute ses économies de la banque et part à Helsinki. La capitale l’accueille froidement : il se fait voler son argent et se retrouve en prison. Cependant il a eu le temps de rencontrer Irmeli, jeune femme débordée, et son petit garçon. Ils réussiront a faire évader Taisto. Poursuivis par la police, ils sont bien décidés a tout faire pour s’en sortir.",
6,עִבְרִית,he,Hebrew,"הסרט מספר את סיפורו של טאיסטו קאסורין, כורה פחם פיני שאביו היתאבד ושהופלל בפשע שאותו לא ביצע. בכלא הוא חולם על לעזוב את המדינה ולבנות חיים חדשים. הוא בורח מהכלא, אך הדברים לא הולכים כפי שתיכנן...",אריאל
6,Magyar,hu,Hungarian,"Az 1988-as Ariel a Munkásosztály trilógia második darabja. Főhőse egy fiatalember, aki ellopott pénzét akarja visszaszerezni, de végül ő kerül börtönbe. A fegyintézetben megismerkedik egy bűnözővel, akivel megszökik, és bűncselekményekbe bonyolódik. A főhős végül a rendőrből lett mészáros barátnőjével és annak gyerekével elhagyja Finnországot az Ariel nevű hajó fedélzetén. Kaurismäkinak ez a film hozta meg a nemzetközi ismertséget, amikor az amerikai filmkritikusok társasága a legjobb idegen nyelvű alkotásnak választotta az Arielt.",
6,Italiano,it,Italian,"Licenziato dalla miniera dove era impiegato, Taisto Kasurinen si ritrova coinvolto in una serie di stravaganti eventi: derubato della liquidazione da alcuni malviventi, ne ferisce uno e finisce in carcere, dove sogna la fuga e un'esistenza migliore. Evaso con l'assassino Mikkonen, si mette in testa di imbarcarsi sulla nave Ariel, in partenza per il Messico...",
6,日本語,ja,Japanese,,真夜中の虹
6,한국어/조선말,ko,Korean,주인공 카스리넨은 광부다. 일하던 탄광이 폐광이 되며 도산을 하고 사장은 유일하게 남은 것은 권총과 승용차 한대. 차 키를 카스리넨에게 주고 자신은 권콩으로 자살을 한다. 실업자가 되어 달랑 차 한 대만 끌고 도시로 온 그는 주차 단속을 하던 필라야와 너무 쉽게 잠을 자고 곧 동거를 시작하는데 그들의 필요 충분 조건은 사랑뿐 이었을 뿐이다. 그녀에겐 딸린 아들도 있다. 가진 것 없고 사랑만 있는 이들 앞엔 역경만 닥쳐오고 결국 갖은 우여곡절 끝에 그들은 현실을 도피해 밀항선을 타고 꿈의 땅 아리엘로 떠난다.,아리엘
6,Nederlands,nl,Dutch,"Deze film gaat over Taisto Kasurinen, een Finse kolenmijnwerker wiens vader net zelfmoord heeft gepleegd, en die wordt ingerekend door de politie vanwege een misdaad die hij niet heeft gepleegd. Tijdens zijn detentie droomt hij ervan om uit de gevangenis te vluchten en het land te verlaten. Hij weet te ontsnappen, maar de dingen gaan niet helemaal zoals gepland...",
6,Polski,pl,Polish,"Film opowiada historię Taisto Kasurinena, fińskiego górnika, którego ojciec właśnie popełnił samobójstwo, a on sam został wrobiony w przestępstwo, którego nie popełnił. W więzieniu zaczyna marzyć o opuszczeniu kraju i zaczęciu nowego życia. W końcu ucieka z więzienia, ale rzeczy nie układają się tak jak je sobie zaplanował.",
6,Português,pt,Portuguese,"Taisto Kasurinen trabalha numa mina de carvão que passa por graves problemas. Seu pai comete suicídio e ele acaba sendo preso por um crime que não cometeu. Na cadeia, ele começa a sonhar em começar uma nova vida em outro país e planeja escapar da prisão.",
6,Português,pt,Portuguese,,
6,Pусский,ru,Russian,С героем фильма шахтером Таисто случается серия неудач…,Ариэль
6,svenska,sv,Swedish,"Taisto har det inte lätt. Först blir han av med jobbet när gruvan läggs ner. När han åker in till stan för att hitta ett nytt jobb blir han rånad. I ett försök att få ihop lite pengar försöker han sedan sälja sin bil, men då springer han på en av männen som rånade honom. Mannen drar kniv men Taisto lyckas avväpna rånaren. När polisen kommer till platsen lägger de ihop ett och ett - och kommer fram till att det var Taisto som försökte råna mannen. Taisto hamnar i en cell tillsammans med Mikkonen som sitter inne för mord. Han påstår att han är oskyldig precis som Taisto. Tillsammans börjar de planera sin flykt.",
6,Türkçe,tr,Turkish,Film kısa süre önce babası intihar eden ve kendisi de işlemediği bir cinayet yüzünden suçlanan Finlandiyalı maden işçisi Taisto Kasurinen'in hikayesini anlatır. Hapisteyken ülkeyi terk etmek ve yeni bir hayata başlamakla ilgili hayaller kurmaya başlar. Sonunda hapisten kaçar ama işler planladığı gibi gitmez...,
6,普通话,zh,Mandarin,矿工卡苏里南（Turo Pajala 饰）工作的矿场停业，他只得驾驶别人送赠的敞篷凯迪拉克老车远赴赫尔辛基另谋出路。路上遭遇的一场抢劫让他身边只剩凯迪拉克和一台收音机，卡苏里南找到了码头力工的临时工作，但正职却迟迟无法落实。卡苏里南结识了在屠宰厂工作身带一个男孩的女工伊勒梅勒，两人的生活很快合二为一。但不久卡苏里南因向劫匪寻仇而入狱，室友米柯南精心策划了越狱步骤，在伊勒梅勒的协助下，卡苏里南重获自由。本片获1989年莫斯科国际电影节最佳男主角奖、国际影评人费比西奖，1991年全美影评人协会最佳外语片奖。是导演郭立斯马基（Aki Kaurismäki）无产阶级三部曲的第二部。,升空号
7,Český,cs,Czech,"Milostný příběh popeláře Nikandera a pokladní Ilony zasazený do chladné a drsné obrazové kulisy zcela postrádá pro romantické a milostné filmy typickou vizuální krásu. Vykresluje malé každodenní radosti a starosti dvou zamilovaných lidí a je prvním (zdaleka ne však posledním) Kaurismäkiho filmem, ve kterém vystupuje herečka Kati Outinenová.",Stíny v ráji
7,Deutsch,de,German,Film aus der Proletarischen Trilogie des finnischen Regisseurs Aki Kaurismäki. Müllwagenfahrer Nikander und die arbeitslose Supermarktkassiererin Ilona verlieben sich im regnerischen Helsinki ineinander. Wie in so vielen Dramen Kaurismäkis spielt auch hier die Kulisse der verregneten finnischen Hauptstadt eine ganz besondere Rolle.,Schatten im Paradies
7,ελληνικά,el,Greek,"Ο Νικάντερ είναι ένας στωικός και μοναχικός σκουπιδιάρης. Αυτά που κυκλώνουν τη ζωή του είναι τα τσιγάρα, ο καφές, το μπίνγκο και τα μαθήματα αγγλικών. Λίγα λόγια, κανένα χαμόγελο και σίγουρα κανένα γέλιο. Η Ιλόνα είναι μια υπάλληλος σούπερ-μάρκετ, που συνηθίζει να χάνει τη δουλειά της, και ένα βράδυ τυχαίνει να βάλει επίδεσμο στο χέρι του Νικάντερ. Μετά, αυτός καταφέρνει να την βγάλει από κάποιο μπελά και οι δυο τους ξεκινούν μια παράδοξη σχέση.",Σκιές στον Παράδεισο
7,English,en,English,"An episode in the life of Nikander, a garbage man, involving the death of a co-worker, an affair and much more.",Shadows in Paradise
7,Español,es,Spanish,"Nikander es un conductor de un camión de la basura, que una noche verá como su vida se complica al morirse su compañero de trabajo. Además, se enamora de Ilona, una cajera de un supermercado. Primera entrega de ""La trilogía del proletariado"" que se compone además de ""Ariel"" y ""La chica de la fábrica de cerillas.""",Sombras en el paraíso
7,suomi,fi,Finnish,"Varjoja paratiisissa kertoo roskakuskin ja supermarketin kassan rakkaustarinan. Se kertoo ihmisistä kadun varjoisalla puolella, mutta myös itsekunnioituksesta ja rakkauden välttämättömyydestä.",
7,Français,fr,French,"L’histoire d’amour d’un conducteur de camion à ordures, Nikander, et d’une caissière de supermarché, Ilona. Un des rares films du nouveau cinéma finlandais enfin sur nos écrans.",Ombres au paradis
7,Magyar,hu,Hungarian,"Az Árnyak a paradicsomban még a nagy nemzetközi áttörés előtt készült, viszonylag korai műve (1986), de Kaurismaki már ebben a filmjében is teljes fegyverzetben mutatkozik. A történet szinte banális és nem is annyira fontos: egy pénztárosnő és egy kukásautó-sofőr szerelmi története pereg előttünk, de a lényeg természetesen itt is maga az atmoszféra.",Árnyak a paradicsomban
7,Italiano,it,Italian,,Ombre nel paradiso
7,한국어/조선말,ko,Korean,"첫 장면부터 청소차가 새벽을 가른다. 청소부는 제각기 정해진 구역에서 익숙하게 쓰레기를 처리한다. 청소부 니칸더(Nikander)의 일상이 피아노선율에 따라 잔잔히, 사뭇 엄숙하게 펼쳐진다.  이 작품은 청소부 니칸더(Nikander) 가 다친 손목을 계기로 슈퍼마켓 계산대 아가씨 일로나(Ilona)와의 만남을 갖게 되면서 시작된다. 가난하고 소외 받는 이들의 삶과 사랑에 초점이 맞춰져 있다. 그들은 사랑의 감정조차 억누른 채 너무도 소극적인 모습으로 일관한다. 가난에 짓눌린 그들이 엮는 소심한 사랑은 어둠과 함께 시작하고 내내 어둠에만 머물러 있다. 그럴듯한 식당에서도 호텔예서도 심지어 직장에서조차 이들은 냉대 받는다. 익숙해진 사회의 멸시 속에서 소박한 두 사람의 사랑은 오히려 소중한 가치를 지닌다. 천국의 그림자가 화려한 도시의 그늘에 가려진, 바로 그 어둠을 상징한다면 역설적이게도 그 어둠을 걷는 자의 삶은 누추하고 고적하기만 하다.",천국의 그림자
7,Nederlands,nl,Dutch,"Nikander is een vrijgezel die een vuilniswagen bestuurt. Na de dood van zijn collega raakte hij de kans kwijt om zelfstandig te worden. Hij krijgt een onbetrouwbare vriend, en ontmoet Ilona, zijn nieuwe vriendin, een werkloze supermarktmedewerkster. Nikander vindt het wel leuk om verliefd te zijn, maar ze doet hem veel pijn.",Shadows in Paradise
7,Polski,pl,Polish,,Cienie w raju
7,Pусский,ru,Russian,"История любви мусорщика и кассирши универсама. Мрачный усатый тип по имени Никандер холост, обычно вечером после работы идет в кино, потом в бар, пока не упьется и не вляпается в странную историю. Утром рискует обнаружить себя то ли в тюремной камере, то ли на мусорной свалке с разбитой головой.",Тени в раю
7,svenska,sv,Swedish,"En kärlekshistoria berättad med den blandning av karghet, kärv humor och ömsinthet som blivit Aki Kaurismäkis kännetecken. Den blyge, tystlåtne Nikander jobbar som sophämtare, ett tungt och hårt arbete. En av hans arbetskamrater föreslår att de skall öppna en egen firma, men denne dör av en hjärtattack innan planerna blir verklighet. På ett snabbköp träffar Nikander kassörskan Ilona för första gången. Snart stöter de ihop igen och de bestämmer sig för att gå ut tillsammans.",Skuggor i paradiset
7,普通话,zh,Mandarin,环卫公司垃圾车驾驶员尼卡德（Matti Pellonpää 饰）的老同事计划筹资组建自己的环卫公司，邀请尼卡德技术入股，但老同事不久急病突发身亡，尼卡德的生活重回一潭死水状态。尼卡德心有不甘借酒滋事，在被拘留的时候结识日后的同事米卡拉。米卡拉偶而会不识趣的妨碍尼卡德暗地追求超市售货员伊罗娜（Kati Outinen 饰），但他仍是尼卡德最可依赖的朋友。伊罗娜为报复超市经理偷走了钱盒，尼卡德帮助她找到服装店的新工作，服装店经理夹到尼卡德与伊罗娜的关系中间，但尼卡德最终夺回了自己的爱人。 本片获1987年芬兰电影尤西奖最佳影片奖。是导演郭立斯马基（Aki Kaurismäki）无产阶级三部曲的第一部。,天堂孤影
7,普通话,zh,Mandarin,環衛公司垃圾車駕駛員尼卡德（Matti Pellonp鳵 飾）的老同事計劃籌資組建自己的環衛公司，邀請尼卡德技術入股，但老同事不久急病突發身亡，尼卡德的生活重回一潭死水狀態。尼卡德心有不甘借酒滋事，在被拘留的時候結識日後的同事米卡拉。米卡拉偶而會不識趣的妨礙尼卡德暗地追求超市售貨員伊羅娜（Kati Outinen 飾），但他仍是尼卡德最可依賴的朋友。伊羅娜為報復超市經理偷走了錢盒，尼卡德幫助她找到服裝店的新工作，服裝店經理夾到尼卡德與伊羅娜的關係中間，但尼卡德最終奪回了自己的愛人。本片獲1987年芬蘭電影尤西獎最佳影片獎。是導演郭立斯馬基無產階級三部曲的第一部。,天堂孤影
8,български език,bg,Bulgarian,"Четири истории протичащи, протичащи в един хотел в новогодишната нощ. Връзката между тях е смахнат пиколо, който става свидетел на какви ли не извращения в извънредния си работен ден.",Четири стаи
8,Český,cs,Czech,"Tento povídkový snímek je dílem čtyř režisérů, kteří se v poslední době stali nejslavnějšími představiteli americké nezávislé kinematografie. Tvůrci natočili čtyři epizodické příběhy, odehrávající se o silvestrovské noci v pokojích jednoho losangeleského hotelu. Do každého příběhu (i pokoje) je zatažen novopečený hotelový sluha Ted. S osudovou nekompromisností se mladík stane důležitým aktérem různých podivných až bizarních událostí. Každý z režisérů napsal scénář své epizody a samozřejmě při realizaci uplatnil svou poetiku. Výsledkem je značně eklektická podívaná, v níž se různé styly a žánry střídají bez většího doplňujícího účinku.",Čtyři pokoje
8,Dansk,da,Danish,"Det er nytårsaften og første dag på jobbet for en ensom piccolo, derskal forsøge at holde styr på de tolv gæster i det forfaldne Mon Signor Hotel i Los Angeles. Ikke nogen uoverkommelig opgave, vil du nok mene, men du har til gengæld heller ikke mødt de hér gæster endnu. Hvis Ted -for det hedder piccoloen- overlever denne nat, vil han takke sin skaber og få sig et nyt job.",
8,Deutsch,de,German,"In der Silvesternacht tritt Ted seinen Posten als Page in einem einstmals ehrwürdigen, mittlerweile aber heruntergekommenen Hotel an. Schon am Neujahrstag widerfahren ihm wundersame Dinge: So kriegt er es mit Hexen, die ihre Göttin zu neuem Leben erwecken wollen, einem eifersüchtigen Ehemann, zwei verzogenen Kindern, die eine grausame Entdeckung machen und einem arroganten Hollywood-Star zu tun.",
8,ελληνικά,el,Greek,"Δώδεκα σκανδαλώδες ένοικοι. Τέσσερα σκανδαλώδη αιτήματα. Κι ένας μοναχικός γκρουμ, στην πρώτη μέρα στη δουλειά, που θα περάσει την πιο άγρια πρωτοχρονιά της ζωής του.Ο δύσμοιρος γκρουμ του ξενοδοχείου Τεντ την παραμονή της Πρωτοχρονιάς θα ζήσει την πιο άγρια νύχτα της ζωής του! Προσπαθώντας να εξυπηρετήσει τους πελάτες του ξενοδοχείου συναντά τους πιο παράξενους και εκκεντρικούς ανθρώπους που έχει γνωρίσει ποτέ! Σε ένα από τα δωμάτια τέσσερις μάγισσες προσπαθούν να καλέσουν το πνεύμα της θεάς Ντιάνα. Σε ένα άλλο δωμάτιο ένας εξαγριωμένος σύζυγος σημαδεύει με πιστόλι την γυναίκα του. Στο τρίτο δωμάτιο ένας άγριος γκάνγκσκτερ αναγκάζει τον Τεντ να προσέχει τα παιδιά του, ενώ στο τέταρτο έναs εκκεντρικός σκηνοθέτης κάνει πάρτι και βάζει ένα αλλόκοτο στοίχημα…",Τέσσερα Δωμάτια
8,English,en,English,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,
8,Español,es,Spanish,"Durante una Nochevieja, en un hotel de Los Ángeles, un botones es continuamente solicitado por los ocupantes de cuatro habitaciones. En una de ellas se han reunido unas brujas, en otra un hombre apunta con un revólver a su mujer, que está atada a la cama, en la tercera un gángster y su mujer le piden que cuide a sus hijos y en la cuarta dos hombres realizan una arriesgada apuesta.",
8,Español,es,Spanish,"Durante una Nochevieja, en un hotel de Los Ángeles, un botones (Tim Roth) es continuamente solicitado por los ocupantes de cuatro habitaciones. En una de ellas se han reunido unas brujas, en otra un hombre apunta con un revólver a su mujer, que está atada a la cama, en la tercera un gángster y su mujer le piden que cuide a sus hijos y en la cuarta dos hombres realizan una arriesgada apuesta.",Cuatro habitaciones
8,suomi,fi,Finnish,"Kaksitoista erikoista vierasta. Neljä kummallista pyyntöä. Ja yksi hotellipoika työssä ensimmäistä päivää, josta tulee hänen elämänsä rajuin uudenvuodenaatto. Mitä kaikkea poloiselle piccololle voikaan tapahtua uudenvuodenyönä? Quentin Tarantinon tuottama episodielokuva vie meidät Tedin mukana neljään, toinen toistaan yllättävämpään hotellihuoneeseen. Hotellin palvelutasoa koettelevat joukko noitia, perverssejä seksileikkejä harrastava pari, meksikolaisgangsterin, kauhukakarat ja erään ohjaajan pikku pirskeet, joissa lyödään outo veto.",Neljä Huonetta
8,Français,fr,French,"Le groom d'un hôtel de luxe présente quatre histoires, se passant dans quatre chambres différentes. The missing ingredient : des sorcières tentent d'invoquer l'esprit de la déesse Diana. The wrong man : un homme armé séquestre sa femme. The misbehavers : un gangster, sa femme et ses deux enfants logent dans une chambre. The man from Hollywood : un acteur arrogant a organisé une fête.",Groom Service
8,עִבְרִית,he,Hebrew,"מסופר על בלבוי (טים רות') המשרת 4 חדרים שבכל אחד מהם יש דבר מוזר אחר. הסרט בנוי כארבעה מיני-סרטים שאותו בלבוי הוא המכנה המשותף ביניהם, כשכל חדר מבויים ע""י במאי אחר. קוונטין טרנטינו ביים אחד מהם.",ארבעה חדרים
