movieId,name,identifier,display_name,overview,title
8,Magyar,hu,Hungarian,"Ted, az első éjszakai szolgálatát teljesítő boy szilveszter éjjelén a Los Angeles-i Mon Signor szállodában hajmeresztő kalandok elé néz. A nászutasok részére fenntartott szobában szemrevaló boszorkányok gyülekeznek. Amikor Ted belép a szobába ötven dollárt ígérnek neki, ha az egyik boszorkányt boldoggá teszi. Ezután jegesvödörrel a kezében Ted belép a 404-es szobába. Itt egy feldúlt férfi fogadja fegyvert szegezve rá. Azzal vádolja, hogy viszonya van a feleségével, és ezért most lakolnia kell. Hosszas tortúra után sikerül kimenekülnie a szobából. Következő útja a 309-es szobába vezet. Egy maffiózó lakik itt feleségével és két gyermekével. A házaspár szórakozni megy, a két gyereket Tedre bízzák. Ám ő magukra hagyja őket, és ettől kezdve elszabadul a pokol. Az elegáns tetőtéri lakosztályt Chester Rush, Hollywood híres komikus sztárja és barátai bérlik. Egy őrült fogadást kötnek, amelyhez szerencsétlen Tednek kell asszisztálnia.",Négy szoba
8,Italiano,it,Italian,"Quattro camere, quattro episodi comico-grotteschi tenuti insieme da un luogo (il Mon Signor, vecchio albergo di Los Angeles), un tempo (la notte di San Silvestro) e un fattorino (T. Roth). 1) “Strano intruglio” di A. Anders: una squadra di streghe cerca sperma fresco per evocare la loro dea; 2) “L'uomo sbagliato” di A. Rockwell: una coppia sadomaso coinvolge il fattorino d'albergo nei suoi esercizi; 3) “I cattivi” di R. Rodriguez: due bambini burrascosi si ribellano al baby-sitter, scoprono un cadavere, incendiano la stanza; 4) “L'uomo di Hollywood” di Q. Tarantino: un attore scommette che riuscirà ad accendere uno Zippo dieci volte di seguito, vincerà una Chevrolet del '64 e salverà il proprio mignolo. Bischerrima scemenza e colluvie di sciocchezze comicarole, non priva di volgarità né di turpiloquio. Si va dal pessimo al mediocre. Il meglio del film è nel cartoon d'avvio, veicolo dei titoli di testa. Colonna sonora dei Combustible Edison.",
8,日本語,ja,Japanese,『ルーム３２１／お客様は魔女』新米ベルボーイのテッドが呼ばれた部屋では、妖しい魔女たちの儀式が行われていた。『ルーム４０４／間違えられた男』氷を届けに来たテッドは、中年男からいきなり拳銃を向けられる。『ルーム３０９／かわいい無法者』テッドはラテン系のヤクザ夫婦から悪ガキ姉弟の世話を頼まれて…。『ペントハウス／ハリウッドから来た男』高級車と小指をかけたトンデモない賭けに巻き込まれたテッドの運命は！？,フォー・ルームス
8,ქართული,ka,Georgian,,ოთხი ოთახი
8,한국어/조선말,ko,Korean,"새해 전날 밤, LA 몽시뇰 호텔에서 첫근무를 하게 된 괴짜 벨보이 테드는 상상조차 할 수 없는 최악의 밤을 맞이한다. 허니문 스위트룸에 투숙한 마녀들의 부활의식에 야릇한 제물로 걸려드는가 하면, 얼음 배달차 들른 룸 404호의 악당 지그프리드는 아내의 정부라고 오해를 한다. 5백 달러를 받고 돌봐주기로 한 룸 309호 갱스터 부부의 꼬마 악동들은 시끌벅적한 소란을 벌이며 방 한 칸을 홀라당 날려버린다. 마지막 펜트하우스 특실 룸에는 할리우드 최고의 코미디언 체스터 러쉬와 그의 친구들이 벌이는 잔인한 내기에 엉겁결에 끼어들게 된 테드는 피할 수 없는 희생양이 될 판이 된다.",포룸
8,Lietuvių,lt,Lithuanian,"Naujųjų metų išvakarės viešbutyje, menančiame praeities populiarumą, tačiau išgyvenančiame ne pačius geriausius laikus. Todėl tą naktį tebuvo užimti tik keturi kambariai, kuriuose apsigyveno itin keistos kompanijos: - moterys, siekiančios atgaivinti meilės dievaitę, pakvaišusi pora su išskirtiniais polinkiais, gangsterių šeima, nesusitvarkanti su savo vaikais ir kino žvaigždės, besilažinantys iš savo pirštų. Viešbučio budėtojui Tedui tai pirmoji darbo diena. O paskirtas jis čia buvo, idant švenčių metu pastovų personalą galima būtų paleisti atostogų. Tedas nėra viešbučio budėtojas iš prigimties ir gabumais šioje srityje jis taip pat nepasižymi. Jis supainioja iškvietimus, kambarius, paslaugas ir dėl to įsivelia į kvailas ir klaikias istorijas.",Keturi kambariai
8,Nederlands,nl,Dutch,"Op oudjaarsavond in hotel Mon Signor in Los Angeles staat bediende Ted (Tim Roth) er helemaal alleen voor. Plotseling raakt hij dan verwikkeld in vier vreemde situaties. Als eerste komt hij in een kamer waar een groep heksen een ritueel willen uitvoeren, maar ze missen sperma. Vervolgens komt Ted in een kamer terecht waarin een gewapende man zijn vrouw op het bed heeft vastgebonden.",
8,Polski,pl,Polish,"Boy hotelowy Ted jest świadkiem czterech niezwykłych historii w pewną noc sylwestrową. W apartamencie dla nowożeńców trwa sabat czarownic, a w pokoju 404 dochodzi do gwałtownej kłótni małżeńskiej... o kochanka żony. Tymczasem w pokoju 309 pozostawione bez opieki dzieciaki stają na głowie, zaś w apartamencie na ostatnim piętrze hollywoodzki producent sprawdza skuteczność tricków mistrza Hitchcocka",Cztery pokoje
8,Português,pt,Portuguese,"Em uma véspera de Ano-Novo muito louca, o carregador de malas de um hotel precisa lidar com bruxas em um quarto, crianças diabólicas em outro, acaba no meio de uma relação problemática e de uma aposta sangrenta entre a comitiva de um superstar.",Grande Hotel
8,Português,pt,Portuguese,"Convidamos você para passar o ano novo no luxuoso, porém decadente Hotem Mon Signor onde alguns hóspedes muito estranhos irão se registrar e um mensageiro chamado Ted, em seu primeiro dia da trabalho terá uma noite inesquecível. Grande Hotel é uma comédia com elenco extraordinário dirigida por quatro dos maiores diretores da nova geração de Hollywood. O filme conta histórias inusitadas, aterrorizantes, ousadas e hilárias que acontecem em diferentes quartos de um hotel em Los Angeles, na noite de Ano Novo.",Grande Hotel
8,Română,ro,Romanian,,Patru camere
8,Pусский,ru,Russian,"Озорная комедия состоит из четырех новелл (каждый из режиссеров сделал по одной), связанных одним героем — коридорным Тедом, вышедшим на работу накануне Нового года. Он попадает на шабаш ведьм, чуть не погибает от руки ревнивого мужа, еле уносит ноги от шаловливых детишек гангстера, принимает участие в странном пари эксцентричных господ. Но, несмотря на все сомнительные приключения, коридорный сохраняет невозмутимость в любых, самых невероятных ситуациях.",Четыре комнаты
8,Slovenčina,sk,Slovak,"Hoteloví hostia dokážu byť pekne otravní. Obzvlášť, keď sa na vec pozeráte očami miestneho poskoka Teda! Hotelový poslíček Ted dostal novú prácu - stal sa poskokom snobských hostí v luxusnom hoteli Mon Signor. Blíži sa Silvester a do Los Angeles sa schádza zberba tých najzlomyselnejších a nejrozmaznanejších boháčov, aby si vo veľkom štýle užili koniec roka.",Štyri izby
8,svenska,sv,Swedish,Fyra historier tar plats i fyra olika rum på Mon Signor Hotel i Los Angeles på nyårsafton. Piccolon Ted kommer att besöka alla fyra rum och får uppleva en märklig natt han aldrig kommer att glömma.,
8,Türkçe,tr,Turkish,"Tarantino'nun örgütlediği bu ilginç fars-komedi dört 'bağımsız' yönetmenin ortak çalışması. Ted lüks fakat gözden düşmüş bir otelde servis elemanı olarak çalışmaya başlar ve ilk çalışma gecesinde dört, biri birinden ilginç odayla uğraşmak zorunda kalır. Odaların ilkinde bir cadılar kumpanyası Tanrıça Diana'nın ruhunu çağırma uğraşındadır. İkincisinde sert bir gangster Ted'i çocuklarına dadılık yapmaya zorlamaktadır. Üçüncü odada ise çıldırmış boynuzlanan bir koca ikâmet etmektedir. Son odaya girdiğinde Ted kendisini snop bir film yıldızının verdiği partinin ortasında bulur. Tüm bu 'karakterlerin' Ted'den farklı beklentileri vardır. Tarantino ve arkadaşlarının çok daha sakin, iddiasız bir tarzı denediği fakat absürd komedinin hakkını veren bir çalışma.",Dört Oda
8,Український,uk,Ukrainian,"Пустотлива комедія складається з чотирьох новел, зв'язаних одним героєм — портьє Тедом, що вийшов на роботу напередодні Нового року. Він потрапляє на шабаш відьом, ледве не гине від руки ревнивого чоловіка, ледве виносить ноги від пустотливих діточок гангстера, бере участь в дивному парі ексцентричних панів. Але, не дивлячись на всі сумнівні пригоди, коридорний зберігає незворушність в будь-яких, найнеймовірніших ситуаціях і звісно ж отримує купу чайових.",Чотири кімнати
8,普通话,zh,Mandarin,在一家古旧的旅馆内，员工们都去欢度新年假期，只有一个小侍应生（Tim Roth 蒂姆•罗素 饰）留守。当夜，光怪陆离的事件轮番上演： 1. 一群女巫准备在当晚复活他们的女神，而她们却弄丢了至关重要的精液，小侍应生临时客串，勇敢献身……  2. 善妒的丈夫怀疑妻子与他人有染，遂将妻子绑在椅子上，倒霉的侍应生则被当作奸夫，手枪抵头，命悬一线…… 3. 富翁夫妻参加新年宴会，将子女留在房间中。两个淘气的小家伙展开了一场大战，却看到了恐怖的一幕…… 4.几名好莱坞演员凑在房间中玩打火机游戏，每人打十下，十下连续打着就会赢得一部跑车，反之有一下不着便要切掉一根手指。侍应生被临时找来充当刽子手……,四个房间
9,български език,bg,Bulgarian,"Филмът разказва за четирима млади мъже, озовали се на враждебните улици на града и извратения ум на един убиец. Бързайки за боксов мач, Франк, Майк, Джон и рей се сблъскват с неприятна изненада. Погрешен завой ги среща с Фалън, безмилостен търговец на наркотици. След като случайно стават свидетели на убийство, четиримата се заплитат в игра на котка и мишка, докато убиецът ги преследва из градската джунгла.",Нощта на страшния съд
9,Český,cs,Czech,"Americký thriller o čtveřici kamarádů z předměstí a cestě za zábavou, která se změnila v drsný boj o život. Aby si zkrátili cestu, rozhodli se jet jinudy. Zatímco bloudili neznámými ulicemi, stali se svědky vraždy. Jenže vrazi jsou jim brzy v patách.",Rozsudek noci
9,Dansk,da,Danish,"En nat i byen med gutterne forvandler sig til en kamp på liv og død, da fire unge mænd tager den forkerte frakørsel på motorvejen. De kommer ind i et mørkt og skræmmende kvarter, hvor alle fremmede er fjender, og hvor ikke engang politiet tør komme. Her bliver de vidner til et uhyggeligt bandemord, og den psykopatiske bandeleder påbegynder nu en brutal katten-efter-musen jagt på de fire venner, hvis venskab, loyalitet og mod sættes på en prøve.",
9,Deutsch,de,German,"Drei Jungs beobachten, wie ein Drogenboss einen seiner Dealer hinrichtet. Als er dies bemerkt, beginnt eine grausame Hetzjagd, bei der die drei Freunde nicht wissen, ob sie sie überleben werden.",Judgment Night - Zum Töten verurteilt
9,ελληνικά,el,Greek,"Τέσσερις κολλητοί φίλοι βρίσκονται καθοδόν για αγώνα του μποξ, αλλά κολάν στην κίνηση. Για να μην αργήσουν, αλλάζουν δρόμο, αναζητώντας μια πιο σύντομη οδό. Χωρίς να το καταλάβουν, έχουν μπει σε περιοχή κακοποιών και γίνονται μάρτυρες φόνου. Ο δολοφόνος δεν θέλει μάρτυρες και ξεκινάει μια ολονύχτια οδύσσεια για τους τέσσερις φίλους, στην οποία πρέπει να ξεπεράσουν τους καθωσπρέπει εαυτούς τους, αν θέλουν να παραμείνουν ζωντανοί.",
9,English,en,English,"While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat and mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama.",
9,Español,es,Spanish,"Mientras que corren para ver un combate de boxeo, Frank, Mike, John y Rey obtienen más de lo que esperaban. Un giro equivocado los coloca directamente en el camino de Fallon, un astuto y vicioso señor de la droga. Después de presenciar accidentalmente como Fallon mata a un esbirro desleal, los cuatro se convierten en su presa, en un juego salvaje del gato y el ratón, ya que son acechados sin piedad a través de la jungla urbana en este drama de tenso suspense.",Los jueces de la noche
9,Français,fr,French,"Quatre copains, voulant se rendre à un match de boxe, se retrouvent coincés dans des embouteillages sur l'autoroute. Pour arriver plus vite, ils prennent la première sortie et tentent de trouver un autre chemin pour arriver à temps au match. Mais ils se retrouvent coincés et sont témoins d'un meurtre affreux et brutal. Le tueur ne veut laisser aucune trace et décide donc de les tuer également ...",La Nuit du jugement
9,עִבְרִית,he,Hebrew,"מותחן אקשן בכיכובם של אמיליו אסטבז (מועדון ארוחת הבוקר), קובה גודינג ג'וניור (ג'רי מגוויאר), סטיבן דורף (בלייד) ודניס לירי (סודות החיים). ארבעה יאפים צעירים בדרך לקרב אגרוף, הולכים לאיבוד בשיקגו ונקלעים לשכונה מסוכנת. לאחר שהם עדים לרצח של סוחר סמים, הם מוצאים עצמם בורחים מהיורים, כשבאמתחתם רק חשיבה מהירה והתחכמויות מילוליות.",ליל הדין
9,Magyar,hu,Hungarian,"Négy jóbarát elhatározza, hogy elmennek egy Chicagóban megrendezésre kerülő bokszmeccsre. Útközben dugóba keverednek, ám hogy időben odaérjenek, letérnek egy mellékútra, ami a város kétes szegletein vezet át. Járművük elé egy ismeretlen alak esik, akit meglőttek. Ray és barátai megpróbálnak segíteni neki, azonban hamarosan előkerülnek az elkövetők is, akik viszont nem szeretnének szemtanúkat. Kezdetét veszi hát a macska-egér játék a város sikátoraiban.",Az ítélet éjszakája
9,Italiano,it,Italian,"Per andare ad assistere a un incontro di boxe, quattro amici che abitano nella periferia di Chicago decidono di fare le cose in grande e prendono in prestito un camper. Il caso vuole che, sbagliando strada, finiscano in un quartiere poco raccomandabile e che, mentre sono lì, siano testimoni di un omicidio. Comincia così una caccia all'uomo, da parte dei killer, che dura tutta la notte. L'idea del film è quella di scoprire un Vietnam, una giungla criminale, che sta alle porte di casa. I nostri protagonisti, neanche tanto eroi, alla fine vincono. Vincono soprattutto Cuba Gooding jr. e Stephen Dorff, ma giusto perché son bravi a recitare.",Cuba Libre - La notte del giudizio
9,한국어/조선말,ko,Korean,"어느날 프랭크(Frank Wyatt: 에밀리오 에스테베즈 분)와 마이크(Mike Peterson: 쿠바 구딩 주니어 분), 그리고 레이(Ray Cochran: 제레미 피번 분)와 프랭크의 동생 존(John Wyatt: 스티븐 도프 분)은 권투시합을 구경하기 위해 레이가 빌린 이동주택차를 몰고 시합장으로 간다. 그러나 꽉 막힌 교통에 지친 레이는 지름길로 간다며 빈민가로 들어간다. 긴장했던 탓에 그들은 차옆에 쓰러져 있는 사람을 자신들이 친줄 알고 차안으로 끌어들인다. 그리고 그 남자가 총상을 입은 것을 보고 놀란다. 갑자기 나타난 필론(Fallon: 데니스 레리 분)이란 악당들은 총상을 입은 사람이 필론으로부터 돈을 훔쳤다며 그 자리에서 그를 죽인다. 이를 목격한 프랭크와 친구들은 증인마저 없애려 드는 그들에게서 도망친다. 그러나 전화조차 없고 도와주는 이 조차 없는 그들에게 상황은 점점 악화되어 간다. 가까스로 도움을 받아 경찰에 전화를 걸지만 경찰은 오지 않고 레이는 악당들의 손에 죽고 만다. 슈퍼마켓을 발견한 그들은 경찰을 오게 하려고 일부러 유리창을 깨지만 그곳까지 일당이 따라와 존과 마이크는 부상을 입게 되고 마지막까지 무사했던 프랭크는 도움을 청하겠다며 나갔다가 악당 일행 중 유일하게 살아남은 두목 필론과 정면으로 대결하게 되는데...",킬러 나이트
9,Nederlands,nl,Dutch,Vier vrienden komen op weg naar een bokswedstrijd vast te zitten in het drukke verkeer. Om toch nog op tijd te komen voor de wedstrijd nemen ze de eerste de beste afslag om via een ander weg bij de bokswedstrijd te komen. Ze rijden totaal verdwaald rond in een gebied geregeerd door straatbendes. Hier komen ze vast te zitten en zijn getuige van een afschuwelijke moord.,
9,Polski,pl,Polish,"Czwórka przyjaciół jedzie na mecz bokserski. Chcąc ominąć korki skręcają w boczną uliczkę. Nagle trafiają w sam środek słynnego z przestępczości getta. Tu niespodziewanie stają się świadkami brutalnego morderstwa, którego sprawca nie życzy sobie żadnych świadków. Udaje im się uciec, ale wkrótce zabójca wpada na ich trop. Bandyta ma broń i doskonale zna teren, natomiast oni w ogóle nie wiedzą, gdzie się znajdują i w którą stronę uciekać...  [opis dystrybutora dvd]",Sądna Noc
9,Português,pt,Portuguese,"Ao correr para uma partida de boxe, Frank, Mike, John e Rey ganham mais do que eles esperavam. Uma volta errada os aterra diretamente no caminho de Fallon, um narcis da droga vicioso e sensível. Depois de testemunhar acidentalmente o assassino de Fallon, um capataz desleal, os quatro se tornaram sua presa voluntária em um jogo selvagem de gato e rato, pois eles são implacavelmente perseguidos pela selva urbana neste drama de suspense tenso",Uma Jogada do Destino
9,Pусский,ru,Russian,Началом этой истории была попытка объехать автомобильную пробку. Это вылилось в отчаянную борьбу за выживание.,Ночь страшного суда
9,svenska,sv,Swedish,"Fyra vänner är på väg till en boxningsmatch men hamnar i hård trafik och för att hinna dit i tid, så tar de en genväg. Men de hamnar i de kvarteren man inte vill hamna i och när de blir vittnen till ett mord, blir inte situationen bättre. Mördaren vill inte ha vittnen och försöker döda dom, men vännerna kommer undan, men mördaren ger sig inte och våra vänner måste hitta hjälp i dessa farliga kvarter.",
9,ภาษาไทย,th,Thai,"Frank , Mike และ Ray คือกลุ่มเพื่อนซี้ 3 คนที่มีเป้าหมายในคืนวันหยุดอันแสนวิเศษด้วยการขับรถ บ้านสุดหรูเข้าเมืองไปชมมวยแมตช์สำคัญ โดยมี John น้องชายวัยรุ่นของ Frank ก็ติดสอยห้อยตามไปด้วย การเดินทางครั้งนี้ไม่น่าจะมีอะไรผิดปกติ จนกระทั่งเมื่อพวกเขาตัดสินใจหันหัวรถลงจากทางด่วนที ่การจราจรติดขัด ไปยังทางลัดที่นำพาพวกเขาไปสู่ย่านเสื่อมโทรมของเมืองที่วังเวง กระทั่งพวกเขาได้พบเห็นการฆาตกรรมชายคนหนึ่งโดยบังเอิญ ทำให้พวกเขาต้องตกเป็นเหลือการตามล่าของเหล่าอาชญากร ที่ต้องการเก็บผู้รู้เห็นทุกคนให้เรียบ ทั้งหมดนี้นำมาซึ่งการไล่ล่าชนิดทะลุเมืองในค่ำคืนที่แสนยาวไกล",4 ล่า 4 หนี หลังชนฝา
9,Türkçe,tr,Turkish,"Dört sıkı arkadaş (ikisi abi-kardeş), karavanla bir boks maçına yetişmek isterlerken; gecenin bir yarısı, terk edilmiş bir şehirde, kendilerini hiç de ummadıkları bir olayın içinde bulurlar. Bir genç, bu dört arkadaşın gözleri önünde öldürülmüştür.",Hüküm Gecesi
9,普通话,zh,Mandarin,斯蒂芬．霍普金斯执导的本片讲述的是，四个未知世途险恶的青年结伴前往参观比赛，岂料途中遇上许多意想不到的经历。由于他们处身一个暴力世界中，恰巧目击一宗谋杀案发生，结果累得他们四处逃避保命，而这宗突发事件正好考验众年轻人的勇气。本片故事情节离奇曲折，紧紧抓住观众的好奇心，拍摄技巧也恰到好处。,夜惊魂
10,български език,bg,Bulgarian,"Мултимедийният артист Тимо Новотни нарича своя нов проект ""експериментален музикален документален филм"". Творбата е ремикс на известния Мегаполиси (Megacities, 1997) - изтънчен визуален размисъл над скритите лица на няколко от най-големите урбанистични пространства в света на австрийския документалист Михаел Главогер. Новотни заимства 30% от съдържанието директно от споменатия филм (и го монтира наново), за да го съчетае със 70% непрожектиран досега материал, в който смесва неизползвани от Главогер оригинални кадри със свои собствени от Токио. Освен в японския гигант Живот в контури ни потапя право в атмосферата на Мексико сити, Ню Йорк, Москва и Бомбай Вълнуващата комбинация от омагьосващи филмови кадри и не по-малко завладяващата музика на ""Софа Сърфърс"" ни запраща в аудиовизуално приключение през няколко континента. Освен това този филм представлява и оригинален принос към дискусията за новите тенденции в документалното кино.",Живата гора
10,Deutsch,de,German,,
10,English,en,English,"Timo Novotny labels his new project an experimental music documentary film, in a remix of the celebrated film Megacities (1997), a visually refined essay on the hidden faces of several world ""megacities"" by leading Austrian documentarist Michael Glawogger. Novotny complements 30 % of material taken straight from the film (and re-edited) with 70 % as yet unseen footage in which he blends original shots unused by Glawogger with his own sequences (shot by Megacities cameraman Wolfgang Thaler) from Tokyo. Alongside the Japanese metropolis, Life in Loops takes us right into the atmosphere of Mexico City, New York, Moscow and Bombay. This electrifying combination of fascinating film images and an equally compelling soundtrack from Sofa Surfers sets us off on a stunning audiovisual adventure across the continents. The film also makes an original contribution to the discussion on new trends in documentary filmmaking. Written by KARLOVY VARY IFF 2006",
10,Français,fr,French,"Timo Novotny a remixé le film ""Megacities"" de Michael Glawoggers. 30% de la pellicule originale + 30% d’images coupées au montage par Glawoggers lui–même + 40% d’images réalisées au Japon pour l’occasion + une nouvelle bande-son extraordinaire. Une plongée en apnée au cœur des grandes capitales et leurs bas-fonds : violence urbaine, pauvreté, pénibilité au travail, sexe, culture underground… De New York à Tokyo en passant par Mexico, Moscou et Bombay.",
10,Português,pt,Portuguese,,
10,Türkçe,tr,Turkish,,
11,Deutsch,de,German,,
11,English,en,English,,Sunday in August
11,Español,es,Spanish,,
11,Español,es,Spanish,,
11,Français,fr,French,,
11,Português,pt,Portuguese,,
12,العربية,ar,Arabic,تم القبض على الأميرة ليا واحتجازها كرهينة من قبل القوات الإمبراطورية الشريرة في جهودها للسيطرة على الإمبراطورية المجرية. فريق المغامر Luke Skywalker والقبطان المبهر Han Solo مع الثنائي الروبوت المحبوب R2-D2 و C-3PO لإنقاذ الأميرة الجميلة واستعادة السلام والعدالة في الإمبراطورية.,
12,български език,bg,Bulgarian,"Рицарите джедаи са избити, а цялата галактика е в ръцете на Империята. Съпротива оказва единствено малка група Бунтовници, чието единствено преимущество са откраднатите планове на най-могъщото имперско оръжие - бойната станция „Звезда на смъртта“. Задача да върне плановете и унищожи базата на бунтовниците, получава най-верният слуга на Империята - Дарт Вейдър. Плененият бунтовнически лидер принцеса Лея, е принудена да изпрати сигнал за помощ, който е уловен от обикновено селско момче на име Люк Скайуокър.",Междузвездни войни: Епизод IV - Нова надежда
12,Català,ca,Catalan,"Fa molt de temps, en una galàxia molt, molt llunyana... un emperador malvat governa amb ma de ferro, recolzat per en Darth Vader, el seu acòlit més fidel i sinistre. Les restes de l'antiga república galàctica són a punt d'extingir-se, però encara queda una esperança si la Princesa Leia aconsegueix cridar l'atenció de l'antic cavaller Jedi, Obi-Wan Kenobi, i fa que se li uneixi en la lluita.",Star Wars: Episodi IV - Una nova esperança
