name,character,year,movie_tv_id,movie_tv_name,type,department,order,actor_id,created_at,updated_at
Penny Singleton,Blondie,1938,1,Blondie,movie,Acting,0,34178,2022-09-03 16:34:14,2022-09-03 16:34:14
Arthur Lake,Dagwood,1938,1,Blondie,movie,Acting,1,34179,2022-09-03 16:34:14,2022-09-03 16:34:14
Larry Simms,Baby Dumpling,1938,1,Blondie,movie,Acting,2,30223,2022-09-03 16:34:14,2022-09-03 16:34:14
Daisy,Daisy,1938,1,Blondie,movie,Acting,3,34214,2022-09-03 16:34:14,2022-09-03 16:34:14
Ann Doran,Elsie Hazlip,1938,1,Blondie,movie,Acting,4,2772,2022-09-03 16:34:14,2022-09-03 16:34:14
Dorothy Moore,Dorothy,1938,1,Blondie,movie,Acting,5,34183,2022-09-03 16:34:14,2022-09-03 16:34:14
Gene Lockhart,C.P. Hazlip,1938,1,Blondie,movie,Acting,6,30234,2022-09-03 16:34:14,2022-09-03 16:34:14
Jonathan Hale,Mr. Dithers,1938,1,Blondie,movie,Acting,7,12502,2022-09-03 16:34:14,2022-09-03 16:34:14
Gordon Oliver,Chester Franey,1938,1,Blondie,movie,Acting,8,34180,2022-09-03 16:34:14,2022-09-03 16:34:14
Danny Mummert,Alvin,1938,1,Blondie,movie,Acting,9,34181,2022-09-03 16:34:14,2022-09-03 16:34:14
Kathleen Lockhart,Mrs. Miller,1938,1,Blondie,movie,Acting,10,34182,2022-09-03 16:34:14,2022-09-03 16:34:14
Willie Best,Porter,1938,1,Blondie,movie,Acting,11,34185,2022-09-03 16:34:14,2022-09-03 16:34:14
Ian Wolfe,Judge,1938,1,Blondie,movie,Acting,12,2782,2022-09-03 16:34:14,2022-09-03 16:34:14
Eugene Anderson Jr,Newsboy (uncredited),1938,1,Blondie,movie,Acting,13,1292673,2022-09-03 16:34:14,2022-09-03 16:34:14
Stanley Andrews,Mr. Hicks (uncredited),1938,1,Blondie,movie,Acting,14,34505,2022-09-03 16:34:14,2022-09-03 16:34:14
Hooper Atchley,Man on Bus (uncredited),1938,1,Blondie,movie,Acting,15,121097,2022-09-03 16:34:14,2022-09-03 16:34:14
Stanley Brown,S.W. Carey Salesman (uncredited),1938,1,Blondie,movie,Acting,16,34241,2022-09-03 16:34:14,2022-09-03 16:34:14
Mary Jane Carey,Mary (uncredited),1938,1,Blondie,movie,Acting,17,1173491,2022-09-03 16:34:14,2022-09-03 16:34:14
Dick Curtis,Daily Gazette Reporter (uncredited),1938,1,Blondie,movie,Acting,18,153638,2022-09-03 16:34:14,2022-09-03 16:34:14
Edgar Dearing,Policeman at Hotel (uncredited),1938,1,Blondie,movie,Acting,19,1240252,2022-09-03 16:34:14,2022-09-03 16:34:14
Richard Fiske,Nelson (uncredited),1938,1,Blondie,movie,Acting,20,34243,2022-09-03 16:34:14,2022-09-03 16:34:14
James Flavin,Policeman in Accident Car (uncredited),1938,1,Blondie,movie,Acting,21,3262,2022-09-03 16:34:14,2022-09-03 16:34:14
Fay Helm,Mrs. Fuddle (uncredited),1938,1,Blondie,movie,Acting,22,34184,2022-09-03 16:34:14,2022-09-03 16:34:14
George Humbert,Pie Salesman (uncredited),1938,1,Blondie,movie,Acting,23,106091,2022-09-03 16:34:14,2022-09-03 16:34:14
Bud Jamison,Repossessor (uncredited),1938,1,Blondie,movie,Acting,24,89615,2022-09-03 16:34:14,2022-09-03 16:34:14
Charles Lane,Furniture Salesman (uncredited),1938,1,Blondie,movie,Acting,25,29579,2022-09-03 16:34:14,2022-09-03 16:34:14
Harold Minjir,Mr. Phillips (uncredited),1938,1,Blondie,movie,Acting,26,1005423,2022-09-03 16:34:14,2022-09-03 16:34:14
David Newell,First Draftsman (uncredited),1938,1,Blondie,movie,Acting,27,942165,2022-09-03 16:34:14,2022-09-03 16:34:14
Emory Parnell,Police Desk Sergeant (uncredited),1938,1,Blondie,movie,Acting,28,124875,2022-09-03 16:34:14,2022-09-03 16:34:14
John Rand,Gardener (uncredited),1938,1,Blondie,movie,Acting,29,21310,2022-09-03 16:34:14,2022-09-03 16:34:14
Bruce Sidney,Detective at Hotel (uncredited),1938,1,Blondie,movie,Acting,30,1420879,2022-09-03 16:34:14,2022-09-03 16:34:14
Walter Soderling,Mr. Morgan (uncredited),1938,1,Blondie,movie,Acting,31,34270,2022-09-03 16:34:14,2022-09-03 16:34:14
Larry Steers,Assistant Hotel Clerk (uncredited),1938,1,Blondie,movie,Acting,32,135827,2022-09-03 16:34:14,2022-09-03 16:34:14
Josephine Whittell,Woman Seeing Optometrist (uncredited),1938,1,Blondie,movie,Acting,33,99376,2022-09-03 16:34:14,2022-09-03 16:34:14
Irving Bacon,Mr. Beazley (uncredited),1938,1,Blondie,movie,Acting,34,30530,2022-09-03 16:34:14,2022-09-03 16:34:14
Harry Liedtke,Peter Voss,1921,2,Der Mann ohne Namen,movie,Acting,0,48038,2022-09-03 16:34:14,2022-09-03 16:34:14
Georg Alexander,Bobby Dodd,1921,2,Der Mann ohne Namen,movie,Acting,1,28126,2022-09-03 16:34:14,2022-09-03 16:34:14
Mady Christians,Gert Nissen,1921,2,Der Mann ohne Namen,movie,Acting,2,14357,2022-09-03 16:34:14,2022-09-03 16:34:14
Jakob Tiedtke,Frederik Nissen,1921,2,Der Mann ohne Namen,movie,Acting,3,14131,2022-09-03 16:34:14,2022-09-03 16:34:14
Jean-Pierre Léaud,"Antoine Doinel (segment ""Antoine et Colette"")",1962,3,L'amour à vingt ans,movie,Acting,0,1653,2022-09-03 16:34:14,2022-09-03 16:34:14
Marie-France Pisier,"Colette (segment ""Antoine et Colette"")",1962,3,L'amour à vingt ans,movie,Acting,1,3536,2022-09-03 16:34:14,2022-09-03 16:34:14
Patrick Auffay,"René (segment ""Antoine et Colette"")",1962,3,L'amour à vingt ans,movie,Acting,2,1659,2022-09-03 16:34:14,2022-09-03 16:34:14
Rosy Varte,"La mère de Colette (segment ""Antoine et Colette"")",1962,3,L'amour à vingt ans,movie,Acting,3,3537,2022-09-03 16:34:14,2022-09-03 16:34:14
François Darbon,"Le beau-père de Colette (segment ""Antoine et Colette"")",1962,3,L'amour à vingt ans,movie,Acting,4,3518,2022-09-03 16:34:14,2022-09-03 16:34:14
Jean-François Adam,"Albert Tazzi (segment ""Antoine et Colette"")",1962,3,L'amour à vingt ans,movie,Acting,5,3538,2022-09-03 16:34:14,2022-09-03 16:34:14
Pierre Schaeffer,"Himself (segment ""Antoine et Colette"")",1962,3,L'amour à vingt ans,movie,Sound,6,1003228,2022-09-03 16:34:14,2022-09-03 16:34:14
Cristina Gaïoni,Christina,1962,3,L'amour à vingt ans,movie,Acting,7,237623,2022-09-03 16:34:14,2022-09-03 16:34:14
Geronimo Meynier,Leonardo,1962,3,L'amour à vingt ans,movie,Acting,8,1003229,2022-09-03 16:34:14,2022-09-03 16:34:14
Eleonora Rossi Drago,Valentina,1962,3,L'amour à vingt ans,movie,Acting,9,25789,2022-09-03 16:34:14,2022-09-03 16:34:14
Nami Tamura,Fukimo,1962,3,L'amour à vingt ans,movie,Acting,10,1003230,2022-09-03 16:34:14,2022-09-03 16:34:14
Koji Furuhata,Hiroshi,1962,3,L'amour à vingt ans,movie,Acting,11,30906,2022-09-03 16:34:14,2022-09-03 16:34:14
Barbara Frey,Ursula,1962,3,L'amour à vingt ans,movie,Acting,12,37781,2022-09-03 16:34:14,2022-09-03 16:34:14
Christian Doermer,Tonio,1962,3,L'amour à vingt ans,movie,Acting,13,32934,2022-09-03 16:34:14,2022-09-03 16:34:14
Vera Tschechowa,,1962,3,L'amour à vingt ans,movie,Acting,14,51406,2022-09-03 16:34:14,2022-09-03 16:34:14
Werner Finck,,1962,3,L'amour à vingt ans,movie,Acting,15,39044,2022-09-03 16:34:14,2022-09-03 16:34:14
Barbara Lass,"Basia (segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,16,10623,2022-09-03 16:34:14,2022-09-03 16:34:14
Zbigniew Cybulski,"Zbyszek (segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,17,40914,2022-09-03 16:34:14,2022-09-03 16:34:14
Władysław Kowalski,"Wladek (segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,18,17889,2022-09-03 16:34:14,2022-09-03 16:34:14
Damian Damięcki,"(segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,19,146878,2022-09-03 16:34:14,2022-09-03 16:34:14
Jan Englert,"Kelega Basi (segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,20,107633,2022-09-03 16:34:14,2022-09-03 16:34:14
Marian Opania,"Misiek (segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,21,2825,2022-09-03 16:34:14,2022-09-03 16:34:14
Barbara Sołtysik,"Kolezanka Basi (segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,22,1191254,2022-09-03 16:34:14,2022-09-03 16:34:14
Jolanta Wołłejko,"Kolezanka Basi (segment ""Warszawa"")",1962,3,L'amour à vingt ans,movie,Acting,23,1157939,2022-09-03 16:34:14,2022-09-03 16:34:14
Catherine-Isabelle Duport,Young Girl at Concert (uncredited),1962,3,L'amour à vingt ans,movie,Acting,24,39068,2022-09-03 16:34:14,2022-09-03 16:34:14
Darren Berrecloth,Darren Berrecloth,2008,4,New World Disorder 9: Never Enough,movie,Acting,0,84130,2022-09-03 16:34:14,2022-09-03 16:34:14
Cameron McCaul,Cameron McCaul,2008,4,New World Disorder 9: Never Enough,movie,Acting,1,84143,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Basagoitia,Paul Basagoitia,2008,4,New World Disorder 9: Never Enough,movie,Acting,2,112801,2022-09-03 16:34:14,2022-09-03 16:34:14
Brandon Semenuk,Brandon Semenuk,2008,4,New World Disorder 9: Never Enough,movie,Acting,3,112818,2022-09-03 16:34:14,2022-09-03 16:34:14
Alex Pro,Alex Pro,2008,4,New World Disorder 9: Never Enough,movie,Acting,4,115965,2022-09-03 16:34:14,2022-09-03 16:34:14
Andreu Lacondeguy,Andreu Lacondeguy,2008,4,New World Disorder 9: Never Enough,movie,Acting,5,112793,2022-09-03 16:34:14,2022-09-03 16:34:14
Wayne Goss,Wayne Goss,2008,4,New World Disorder 9: Never Enough,movie,Acting,6,112794,2022-09-03 16:34:14,2022-09-03 16:34:14
Ben Boyko,Ben Boyko,2008,4,New World Disorder 9: Never Enough,movie,Acting,7,112798,2022-09-03 16:34:14,2022-09-03 16:34:14
Turo Pajala,Taisto Kasurinen,1988,6,Ariel,movie,Acting,0,54768,2022-09-03 16:34:14,2022-09-03 16:34:14
Susanna Haavisto,Irmeli Pihlaja,1988,6,Ariel,movie,Acting,1,54769,2022-09-03 16:34:14,2022-09-03 16:34:14
Matti Pellonpää,Mikkonen,1988,6,Ariel,movie,Acting,2,4826,2022-09-03 16:34:14,2022-09-03 16:34:14
Eetu Hilkamo,Riku,1988,6,Ariel,movie,Acting,3,54770,2022-09-03 16:34:14,2022-09-03 16:34:14
Erkki Pajala,Miner,1988,6,Ariel,movie,Acting,4,1177496,2022-09-03 16:34:14,2022-09-03 16:34:14
Matti Jaaranen,Mugger,1988,6,Ariel,movie,Acting,5,2493350,2022-09-03 16:34:14,2022-09-03 16:34:14
Hannu Viholainen,Accomplice,1988,6,Ariel,movie,Acting,6,2509142,2022-09-03 16:34:14,2022-09-03 16:34:14
Jorma Markkula,Tallyman,1988,6,Ariel,movie,Acting,7,110757,2022-09-03 16:34:14,2022-09-03 16:34:14
Tarja Keinänen,Woman in Harbour,1988,6,Ariel,movie,Acting,8,1034494,2022-09-03 16:34:14,2022-09-03 16:34:14
Eino Kuusela,Man on Beach,1988,6,Ariel,movie,Acting,9,2509144,2022-09-03 16:34:14,2022-09-03 16:34:14
Kauko Laalo,Night Hostel Manager,1988,6,Ariel,movie,Acting,10,1207858,2022-09-03 16:34:14,2022-09-03 16:34:14
Jyrki Olsonen,Man in Night Hostel,1988,6,Ariel,movie,Acting,11,2509145,2022-09-03 16:34:14,2022-09-03 16:34:14
Esko Nikkari,Car Dealer,1988,6,Ariel,movie,Acting,12,53508,2022-09-03 16:34:14,2022-09-03 16:34:14
Marja Packalén,Judge,1988,6,Ariel,movie,Acting,13,53512,2022-09-03 16:34:14,2022-09-03 16:34:14
Mikko Remes,Prison Doctor,1988,6,Ariel,movie,Acting,14,2509146,2022-09-03 16:34:14,2022-09-03 16:34:14
Tomi Salmela,Guard,1988,6,Ariel,movie,Acting,15,4829,2022-09-03 16:34:14,2022-09-03 16:34:14
Reijo Marin,Guard,1988,6,Ariel,movie,Acting,16,2509147,2022-09-03 16:34:14,2022-09-03 16:34:14
Heikki Salomaa,Guard,1988,6,Ariel,movie,Acting,17,2509149,2022-09-03 16:34:14,2022-09-03 16:34:14
Veikko Uusimäki,Mayor,1988,6,Ariel,movie,Acting,18,1207842,2022-09-03 16:34:14,2022-09-03 16:34:14
Esko Salminen,Crook,1988,6,Ariel,movie,Acting,19,56273,2022-09-03 16:34:14,2022-09-03 16:34:14
Hannu Kivisalo,Doorman,1988,6,Ariel,movie,Acting,20,2509151,2022-09-03 16:34:14,2022-09-03 16:34:14
Pekka Wilen,Skipper,1988,6,Ariel,movie,Acting,21,2509152,2022-09-03 16:34:14,2022-09-03 16:34:14
Juuso Hirvikangas,Man in Harbour (uncredited),1988,6,Ariel,movie,Acting,22,110756,2022-09-03 16:34:14,2022-09-03 16:34:14
Heikki Anttila,Man in Harbour (uncredited),1988,6,Ariel,movie,Acting,23,3416563,2022-09-03 16:34:14,2022-09-03 16:34:14
Jaakko Talaskivi,Cook (uncredited),1988,6,Ariel,movie,Acting,24,4831,2022-09-03 16:34:14,2022-09-03 16:34:14
Jouko Lumme,Cook (uncredited),1988,6,Ariel,movie,Sound,25,16772,2022-09-03 16:34:14,2022-09-03 16:34:14
Sirkka Rautiainen,Woman Watching TV (uncredited),1988,6,Ariel,movie,Production,26,1416993,2022-09-03 16:34:14,2022-09-03 16:34:14
Markku Rantala,Man in Tunnel (uncredited),1988,6,Ariel,movie,Acting,27,3480732,2022-09-03 16:34:14,2022-09-03 16:34:14
Mikko Lyytikäinen,Court Member (uncredited),1988,6,Ariel,movie,Acting,28,2289558,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Toikka,Man in Courtroom (uncredited),1988,6,Ariel,movie,Acting,29,1948071,2022-09-03 16:34:14,2022-09-03 16:34:14
Hanna Jokinen,Woman in Courtroom (uncredited),1988,6,Ariel,movie,Acting,30,1207853,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Harakka,Man in Courtroom (uncredited),1988,6,Ariel,movie,Writing,31,2868528,2022-09-03 16:34:14,2022-09-03 16:34:14
Sami Lanki,Man in Courtroom (uncredited),1988,6,Ariel,movie,Acting,32,999634,2022-09-03 16:34:14,2022-09-03 16:34:14
Kari Helaseppä,Man in Courtroom (uncredited),1988,6,Ariel,movie,Acting,33,3083060,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Markko,Prisoner (uncredited),1988,6,Ariel,movie,Camera,34,1750241,2022-09-03 16:34:14,2022-09-03 16:34:14
Olli Varja,Prisoner (uncredited),1988,6,Ariel,movie,Lighting,35,1381113,2022-09-03 16:34:14,2022-09-03 16:34:14
Sakari Kuosmanen,Doorman (voice) (uncredited),1988,6,Ariel,movie,Acting,36,4828,2022-09-03 16:34:14,2022-09-03 16:34:14
Pentti Auer,Skipper (voice) (uncredited),1988,6,Ariel,movie,Acting,37,110763,2022-09-03 16:34:14,2022-09-03 16:34:14
Matti Pellonpää,Nikander,1986,7,Varjoja paratiisissa,movie,Acting,0,4826,2022-09-03 16:34:14,2022-09-03 16:34:14
Kati Outinen,Ilona Rajamäki,1986,7,Varjoja paratiisissa,movie,Acting,1,5999,2022-09-03 16:34:14,2022-09-03 16:34:14
Sakari Kuosmanen,Melartin,1986,7,Varjoja paratiisissa,movie,Acting,2,4828,2022-09-03 16:34:14,2022-09-03 16:34:14
Esko Nikkari,Nikander's Co-Worker,1986,7,Varjoja paratiisissa,movie,Acting,3,53508,2022-09-03 16:34:14,2022-09-03 16:34:14
Kylli Köngäs,Ilona's Friend,1986,7,Varjoja paratiisissa,movie,Acting,4,1086499,2022-09-03 16:34:14,2022-09-03 16:34:14
Pekka Laiho,Store Manager,1986,7,Varjoja paratiisissa,movie,Acting,5,222320,2022-09-03 16:34:14,2022-09-03 16:34:14
Jukka-Pekka Palo,Third Man,1986,7,Varjoja paratiisissa,movie,Acting,6,1086500,2022-09-03 16:34:14,2022-09-03 16:34:14
Svante Korkiakoski,Police Officer,1986,7,Varjoja paratiisissa,movie,Acting,7,2307211,2022-09-03 16:34:14,2022-09-03 16:34:14
Mari Rantasila,Nikander's Sister,1986,7,Varjoja paratiisissa,movie,Acting,8,148389,2022-09-03 16:34:14,2022-09-03 16:34:14
Safka Pekkonen,Pianist,1986,7,Varjoja paratiisissa,movie,Acting,9,1761924,2022-09-03 16:34:14,2022-09-03 16:34:14
Antti Ortamo,Pianist,1986,7,Varjoja paratiisissa,movie,Sound,10,2651471,2022-09-03 16:34:14,2022-09-03 16:34:14
Mato Valtonen,Pelle,1986,7,Varjoja paratiisissa,movie,Acting,11,106172,2022-09-03 16:34:14,2022-09-03 16:34:14
Sakke Järvenpää,Staffan,1986,7,Varjoja paratiisissa,movie,Acting,12,69552,2022-09-03 16:34:14,2022-09-03 16:34:14
Ulla Kuosmanen,Melartin's Wife,1986,7,Varjoja paratiisissa,movie,Acting,13,2651474,2022-09-03 16:34:14,2022-09-03 16:34:14
Neka Haapanen,Cook,1986,7,Varjoja paratiisissa,movie,Acting,14,1294421,2022-09-03 16:34:14,2022-09-03 16:34:14
Pentti Koski,Singer,1986,7,Varjoja paratiisissa,movie,Acting,15,2651478,2022-09-03 16:34:14,2022-09-03 16:34:14
Ari Korhonen,Man in Restaurant,1986,7,Varjoja paratiisissa,movie,Acting,16,2651481,2022-09-03 16:34:14,2022-09-03 16:34:14
Teuvo Rissanen,Police Officer,1986,7,Varjoja paratiisissa,movie,Acting,17,2651483,2022-09-03 16:34:14,2022-09-03 16:34:14
Erkki Rissanen,Porter,1986,7,Varjoja paratiisissa,movie,Acting,18,2651486,2022-09-03 16:34:14,2022-09-03 16:34:14
Sirkka Silin,Woman in Restaurant,1986,7,Varjoja paratiisissa,movie,Acting,19,2651487,2022-09-03 16:34:14,2022-09-03 16:34:14
Marina Martinoff,Hostess,1986,7,Varjoja paratiisissa,movie,Acting,20,2651488,2022-09-03 16:34:14,2022-09-03 16:34:14
Jussi Tiitinen,Garbage Man / Bartender,1986,7,Varjoja paratiisissa,movie,Acting,21,2651489,2022-09-03 16:34:14,2022-09-03 16:34:14
Riikka Kuosmanen,Melartin's Daughter,1986,7,Varjoja paratiisissa,movie,Acting,22,2651491,2022-09-03 16:34:14,2022-09-03 16:34:14
Eskil Mansikka,Keyboardist (uncredited),1986,7,Varjoja paratiisissa,movie,Acting,23,3457313,2022-09-03 16:34:14,2022-09-03 16:34:14
Jaakko Talaskivi,Guard (uncredited),1986,7,Varjoja paratiisissa,movie,Acting,24,4831,2022-09-03 16:34:14,2022-09-03 16:34:14
Haije Alanoja,Woman in Restaurant (uncredited),1986,7,Varjoja paratiisissa,movie,Production,25,2159274,2022-09-03 16:34:14,2022-09-03 16:34:14
Bertta Pellonpää,Bingo Player (uncredited),1986,7,Varjoja paratiisissa,movie,Acting,26,3479164,2022-09-03 16:34:14,2022-09-03 16:34:14
Helmeri Pellonpää,Bingo Player (uncredited),1986,7,Varjoja paratiisissa,movie,Acting,27,2651545,2022-09-03 16:34:14,2022-09-03 16:34:14
Marja-Leena Hukkanen,Woman in Restaurant (uncredited),1986,7,Varjoja paratiisissa,movie,Camera,28,1303969,2022-09-03 16:34:14,2022-09-03 16:34:14
Aki Kaurismäki,Hotel Receptionist (uncredited),1986,7,Varjoja paratiisissa,movie,Directing,29,16767,2022-09-03 16:34:14,2022-09-03 16:34:14
Olli Varja,Customer (uncredited),1986,7,Varjoja paratiisissa,movie,Lighting,30,1381113,2022-09-03 16:34:14,2022-09-03 16:34:14
Tanja Talaskivi,Woman in Cinema (uncredited),1986,7,Varjoja paratiisissa,movie,Acting,31,3477088,2022-09-03 16:34:14,2022-09-03 16:34:14
Jukka Mäkinen,Garbage Man (uncredited),1986,7,Varjoja paratiisissa,movie,Directing,32,1912097,2022-09-03 16:34:14,2022-09-03 16:34:14
Tim Roth,Ted the Bellhop,1995,8,Four Rooms,movie,Acting,0,3129,2022-09-03 16:34:14,2022-09-03 16:34:14
Jennifer Beals,Angela,1995,8,Four Rooms,movie,Acting,1,3130,2022-09-03 16:34:14,2022-09-03 16:34:14
Antonio Banderas,Man,1995,8,Four Rooms,movie,Acting,2,3131,2022-09-03 16:34:14,2022-09-03 16:34:14
Valeria Golino,Athena,1995,8,Four Rooms,movie,Acting,3,3124,2022-09-03 16:34:14,2022-09-03 16:34:14
David Proval,Siegfried,1995,8,Four Rooms,movie,Acting,4,2555,2022-09-03 16:34:14,2022-09-03 16:34:14
Sammi Davis,Jezebel,1995,8,Four Rooms,movie,Acting,5,3122,2022-09-03 16:34:14,2022-09-03 16:34:14
Amanda de Cadenet,Diana,1995,8,Four Rooms,movie,Acting,6,3123,2022-09-03 16:34:14,2022-09-03 16:34:14
Madonna,Elspeth,1995,8,Four Rooms,movie,Acting,7,3125,2022-09-03 16:34:14,2022-09-03 16:34:14
Ione Skye,Eva,1995,8,Four Rooms,movie,Acting,8,3126,2022-09-03 16:34:14,2022-09-03 16:34:14
Lili Taylor,Raven,1995,8,Four Rooms,movie,Acting,9,3127,2022-09-03 16:34:14,2022-09-03 16:34:14
Alicia Witt,Kiva,1995,8,Four Rooms,movie,Acting,10,3128,2022-09-03 16:34:14,2022-09-03 16:34:14
Tamlyn Tomita,Wife,1995,8,Four Rooms,movie,Acting,11,3134,2022-09-03 16:34:14,2022-09-03 16:34:14
Lana McKissack,Sarah,1995,8,Four Rooms,movie,Acting,12,3132,2022-09-03 16:34:14,2022-09-03 16:34:14
Danny Verduzco,Juancho,1995,8,Four Rooms,movie,Acting,13,3135,2022-09-03 16:34:14,2022-09-03 16:34:14
Patricia Vonne,Corpse,1995,8,Four Rooms,movie,Acting,14,3133,2022-09-03 16:34:14,2022-09-03 16:34:14
Salma Hayek,TV Dancing Girl,1995,8,Four Rooms,movie,Acting,15,3136,2022-09-03 16:34:14,2022-09-03 16:34:14
Quentin Tarantino,Chester Rush,1995,8,Four Rooms,movie,Directing,16,138,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Calderon,Norman,1995,8,Four Rooms,movie,Acting,17,3137,2022-09-03 16:34:14,2022-09-03 16:34:14
Bruce Willis,Leo (uncredited),1995,8,Four Rooms,movie,Acting,18,62,2022-09-03 16:34:14,2022-09-03 16:34:14
Marisa Tomei,Margaret,1995,8,Four Rooms,movie,Acting,19,3141,2022-09-03 16:34:14,2022-09-03 16:34:14
Lawrence Bender,Long Hair Yuppy Scum,1995,8,Four Rooms,movie,Production,20,2545,2022-09-03 16:34:14,2022-09-03 16:34:14
Kathy Griffin,Betty,1995,8,Four Rooms,movie,Acting,21,3138,2022-09-03 16:34:14,2022-09-03 16:34:14
Kimberly Blair,Hooker,1995,8,Four Rooms,movie,Acting,22,37336,2022-09-03 16:34:14,2022-09-03 16:34:14
Marc Lawrence,Sam the Bellhop,1995,8,Four Rooms,movie,Acting,23,3140,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Skemp,Real Theodore,1995,8,Four Rooms,movie,Writing,24,1207062,2022-09-03 16:34:14,2022-09-03 16:34:14
Emilio Estevez,Frank Wyatt,1993,9,Judgment Night,movie,Acting,0,2880,2022-09-03 16:34:14,2022-09-03 16:34:14
Cuba Gooding Jr.,Mike Peterson,1993,9,Judgment Night,movie,Acting,1,9777,2022-09-03 16:34:14,2022-09-03 16:34:14
Denis Leary,Fallon,1993,9,Judgment Night,movie,Acting,2,5724,2022-09-03 16:34:14,2022-09-03 16:34:14
Stephen Dorff,John Wyatt,1993,9,Judgment Night,movie,Acting,3,10822,2022-09-03 16:34:14,2022-09-03 16:34:14
Jeremy Piven,Ray Cochran,1993,9,Judgment Night,movie,Acting,4,12799,2022-09-03 16:34:14,2022-09-03 16:34:14
Peter Greene,Sykes,1993,9,Judgment Night,movie,Acting,5,11803,2022-09-03 16:34:14,2022-09-03 16:34:14
Michael DeLorenzo,"Teddy, the Kid",1993,9,Judgment Night,movie,Acting,6,52422,2022-09-03 16:34:14,2022-09-03 16:34:14
Everlast,Rhodes,1993,9,Judgment Night,movie,Acting,7,121667,2022-09-03 16:34:14,2022-09-03 16:34:14
Michael Wiseman,Travis,1993,9,Judgment Night,movie,Acting,8,102710,2022-09-03 16:34:14,2022-09-03 16:34:14
Relioues Webb,Dre,1993,9,Judgment Night,movie,Acting,9,1077264,2022-09-03 16:34:14,2022-09-03 16:34:14
Eugene Williams,Buck,1993,9,Judgment Night,movie,Acting,10,154124,2022-09-03 16:34:14,2022-09-03 16:34:14
Christine Harnos,Linda Wyatt,1993,9,Judgment Night,movie,Acting,11,55964,2022-09-03 16:34:14,2022-09-03 16:34:14
Galyn Görg,Clarissa,1993,9,Judgment Night,movie,Acting,12,105988,2022-09-03 16:34:14,2022-09-03 16:34:14
