name,character,year,movie_tv_id,movie_tv_name,type,department,order,actor_id,created_at,updated_at
Angela Alvarado,Rita,1993,9,Judgment Night,movie,Acting,13,22621,2022-09-03 16:34:14,2022-09-03 16:34:14
Will Zahrn,Charley,1993,9,Judgment Night,movie,Acting,14,1226696,2022-09-03 16:34:14,2022-09-03 16:34:14
Rita Lengyel,Alexandra,2004,11,Sonntag im August,movie,Acting,0,901,2022-09-03 16:34:15,2022-09-03 16:34:15
Milton Welsh,Er,2004,11,Sonntag im August,movie,Acting,1,902,2022-09-03 16:34:15,2022-09-03 16:34:15
Mark Hamill,Luke Skywalker,1977,12,Star Wars,movie,Acting,0,2,2022-09-03 16:34:15,2022-09-03 16:34:15
Harrison Ford,Han Solo,1977,12,Star Wars,movie,Acting,1,3,2022-09-03 16:34:15,2022-09-03 16:34:15
Carrie Fisher,Princess Leia Organa,1977,12,Star Wars,movie,Acting,2,4,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Cushing,Grand Moff Tarkin,1977,12,Star Wars,movie,Acting,3,5,2022-09-03 16:34:15,2022-09-03 16:34:15
Alec Guinness,"Obi-Wan ""Ben"" Kenobi",1977,12,Star Wars,movie,Acting,4,12248,2022-09-03 16:34:15,2022-09-03 16:34:15
Anthony Daniels,C-3PO,1977,12,Star Wars,movie,Acting,5,6,2022-09-03 16:34:15,2022-09-03 16:34:15
Kenny Baker,R2-D2,1977,12,Star Wars,movie,Acting,6,130,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Mayhew,Chewbacca,1977,12,Star Wars,movie,Acting,7,24343,2022-09-03 16:34:15,2022-09-03 16:34:15
David Prowse,Darth Vader (performer),1977,12,Star Wars,movie,Acting,8,24342,2022-09-03 16:34:15,2022-09-03 16:34:15
James Earl Jones,Darth Vader (voice),1977,12,Star Wars,movie,Acting,9,15152,2022-09-03 16:34:15,2022-09-03 16:34:15
Phil Brown,Uncle Owen,1977,12,Star Wars,movie,Acting,10,33032,2022-09-03 16:34:15,2022-09-03 16:34:15
Shelagh Fraser,Aunt Beru,1977,12,Star Wars,movie,Acting,11,131625,2022-09-03 16:34:15,2022-09-03 16:34:15
Jack Purvis,Chief Jawa,1977,12,Star Wars,movie,Acting,12,132538,2022-09-03 16:34:15,2022-09-03 16:34:15
Alex McCrindle,General Dodonna,1977,12,Star Wars,movie,Acting,13,216087,2022-09-03 16:34:15,2022-09-03 16:34:15
Eddie Byrne,General Willard,1977,12,Star Wars,movie,Acting,14,69249,2022-09-03 16:34:15,2022-09-03 16:34:15
Drewe Henley,Red Leader,1977,12,Star Wars,movie,Acting,15,47401,2022-09-03 16:34:15,2022-09-03 16:34:15
Denis Lawson,Red Two (Wedge Antilles),1977,12,Star Wars,movie,Acting,16,47698,2022-09-03 16:34:15,2022-09-03 16:34:15
Garrick Hagon,Red Three (Biggs Darklighter),1977,12,Star Wars,movie,Acting,17,17356,2022-09-03 16:34:15,2022-09-03 16:34:15
Jack Klaff,"Red Four (John ""D"")",1977,12,Star Wars,movie,Acting,18,162432,2022-09-03 16:34:15,2022-09-03 16:34:15
William Hootkins,Red Six (Porkins),1977,12,Star Wars,movie,Acting,19,663,2022-09-03 16:34:15,2022-09-03 16:34:15
Angus MacInnes,Gold Leader,1977,12,Star Wars,movie,Acting,20,58475,2022-09-03 16:34:15,2022-09-03 16:34:15
Jeremy Sinden,Gold Two,1977,12,Star Wars,movie,Acting,21,151819,2022-09-03 16:34:15,2022-09-03 16:34:15
Graham Ashley,Gold Five,1977,12,Star Wars,movie,Acting,22,202276,2022-09-03 16:34:15,2022-09-03 16:34:15
Don Henderson,General Taggi,1977,12,Star Wars,movie,Acting,23,42570,2022-09-03 16:34:15,2022-09-03 16:34:15
Richard LeParmentier,General Motti,1977,12,Star Wars,movie,Acting,24,12829,2022-09-03 16:34:15,2022-09-03 16:34:15
Leslie Schofield,Commander #1,1977,12,Star Wars,movie,Acting,25,79489,2022-09-03 16:34:15,2022-09-03 16:34:15
Michael Leader,Stormtrooper,1977,12,Star Wars,movie,Acting,26,1729623,2022-09-03 16:34:15,2022-09-03 16:34:15
David Ankrum,"Red Two, Wedge Antilles (voice) (uncredited)",1977,12,Star Wars,movie,Acting,27,1216947,2022-09-03 16:34:15,2022-09-03 16:34:15
Scott Beach,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Acting,28,3044,2022-09-03 16:34:15,2022-09-03 16:34:15
Lightning Bear,Stormtrooper (uncredited),1977,12,Star Wars,movie,Crew,29,1271059,2022-09-03 16:34:15,2022-09-03 16:34:15
Jon Berg,Cantina Alien (uncredited),1977,12,Star Wars,movie,Acting,30,1271060,2022-09-03 16:34:15,2022-09-03 16:34:15
Doug Beswick,Cantina Alien (uncredited),1977,12,Star Wars,movie,Visual Effects,31,1271061,2022-09-03 16:34:15,2022-09-03 16:34:15
Paul Blake,Greedo (uncredited),1977,12,Star Wars,movie,Acting,32,199356,2022-09-03 16:34:15,2022-09-03 16:34:15
Janice Burchette,Nabrun Leids (uncredited),1977,12,Star Wars,movie,Acting,33,1271062,2022-09-03 16:34:15,2022-09-03 16:34:15
Ted Burnett,Wuher (uncredited),1977,12,Star Wars,movie,Acting,34,1271063,2022-09-03 16:34:15,2022-09-03 16:34:15
John Chapman,Drifter (Red 12) (uncredited),1977,12,Star Wars,movie,Acting,35,1271064,2022-09-03 16:34:15,2022-09-03 16:34:15
Gilda Cohen,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,36,1271065,2022-09-03 16:34:15,2022-09-03 16:34:15
Tim Condren,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,37,1178140,2022-09-03 16:34:15,2022-09-03 16:34:15
Barry Copping,Wioslea (uncredited),1977,12,Star Wars,movie,Acting,38,186229,2022-09-03 16:34:15,2022-09-03 16:34:15
Alfie Curtis,Dr. Evazan (uncredited),1977,12,Star Wars,movie,Acting,39,1271066,2022-09-03 16:34:15,2022-09-03 16:34:15
Robert Davies,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,40,1271067,2022-09-03 16:34:15,2022-09-03 16:34:15
Maria De Aragon,Greedo (uncredited),1977,12,Star Wars,movie,Acting,41,104149,2022-09-03 16:34:15,2022-09-03 16:34:15
Robert A. Denham,Hrchek Kal Fas (uncredited),1977,12,Star Wars,movie,Acting,42,1271068,2022-09-03 16:34:15,2022-09-03 16:34:15
Frazer Diamond,Jawa (uncredited),1977,12,Star Wars,movie,Acting,43,1271069,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Diamond,Stormtrooper / Tusken Raider / Death Star Trooper / Garouf Lafoe (uncredited),1977,12,Star Wars,movie,Acting,44,53587,2022-09-03 16:34:15,2022-09-03 16:34:15
Warwick Diamond,Jawa (uncredited),1977,12,Star Wars,movie,Acting,45,1271070,2022-09-03 16:34:15,2022-09-03 16:34:15
Sadie Eden,Garindan (uncredited),1977,12,Star Wars,movie,Acting,46,1271071,2022-09-03 16:34:15,2022-09-03 16:34:15
Kim Falkinburg,Djas Puhr (uncredited),1977,12,Star Wars,movie,Acting,47,1271072,2022-09-03 16:34:15,2022-09-03 16:34:15
Harry Fielder,Death Star Trooper (uncredited),1977,12,Star Wars,movie,Acting,48,202402,2022-09-03 16:34:15,2022-09-03 16:34:15
Ted Gagliano,Stormtrooper with Binoculars (uncredited),1977,12,Star Wars,movie,Acting,49,1271073,2022-09-03 16:34:15,2022-09-03 16:34:15
Salo Gardner,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,50,1271074,2022-09-03 16:34:15,2022-09-03 16:34:15
Steve Gawley,Death Star Trooper (uncredited),1977,12,Star Wars,movie,Acting,51,1195602,2022-09-03 16:34:15,2022-09-03 16:34:15
Barry Gnome,Kabe (uncredited),1977,12,Star Wars,movie,Acting,52,1271075,2022-09-03 16:34:15,2022-09-03 16:34:15
Rusty Goffe,Kabe / Jawa / GONK Droid (uncredited),1977,12,Star Wars,movie,Acting,53,252527,2022-09-03 16:34:15,2022-09-03 16:34:15
Isaac Grand,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,54,1271076,2022-09-03 16:34:15,2022-09-03 16:34:15
Reg Harding,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,55,1271078,2022-09-03 16:34:15,2022-09-03 16:34:15
Alan Harris,Leia's Rebel Escort (uncredited),1977,12,Star Wars,movie,Crew,56,964699,2022-09-03 16:34:15,2022-09-03 16:34:15
Frank Henson,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,57,1271079,2022-09-03 16:34:15,2022-09-03 16:34:15
Christine Hewett,Brea Tonnika (uncredited),1977,12,Star Wars,movie,Acting,58,1271080,2022-09-03 16:34:15,2022-09-03 16:34:15
Arthur Howell,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,59,1271081,2022-09-03 16:34:15,2022-09-03 16:34:15
Tommy Ilsley,Ponda Baba (uncredited),1977,12,Star Wars,movie,Acting,60,1271082,2022-09-03 16:34:15,2022-09-03 16:34:15
Joe Johnston,Death Star Trooper (uncredited),1977,12,Star Wars,movie,Directing,61,4945,2022-09-03 16:34:15,2022-09-03 16:34:15
Annette Jones,Mosep (uncredited),1977,12,Star Wars,movie,Acting,62,1271083,2022-09-03 16:34:15,2022-09-03 16:34:15
Linda Jones,Chall Bekan (uncredited),1977,12,Star Wars,movie,Acting,63,1148750,2022-09-03 16:34:15,2022-09-03 16:34:15
Joe Kaye,Solomohal (uncredited),1977,12,Star Wars,movie,Acting,64,201344,2022-09-03 16:34:15,2022-09-03 16:34:15
Colin Michael Kitchens,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Production,65,1271085,2022-09-03 16:34:15,2022-09-03 16:34:15
Melissa Kurtz,Jawa (uncredited),1977,12,Star Wars,movie,Acting,66,1271086,2022-09-03 16:34:15,2022-09-03 16:34:15
Tiffany Hillkurtz,Jawa (uncredited),1977,12,Star Wars,movie,Editing,67,1190780,2022-09-03 16:34:15,2022-09-03 16:34:15
Al Lampert,Daine Jir (uncredited),1977,12,Star Wars,movie,Acting,68,190453,2022-09-03 16:34:15,2022-09-03 16:34:15
Anthony Lang,BoShek (uncredited),1977,12,Star Wars,movie,Acting,69,1012562,2022-09-03 16:34:15,2022-09-03 16:34:15
Laine Liska,Muftak / Cantina Band Member (uncredited),1977,12,Star Wars,movie,Acting,70,1271091,2022-09-03 16:34:15,2022-09-03 16:34:15
Derek Lyons,Temple Guard / Medal Bearer (uncredited),1977,12,Star Wars,movie,Acting,71,1271092,2022-09-03 16:34:15,2022-09-03 16:34:15
Mahjoub,Jawa (uncredited),1977,12,Star Wars,movie,Acting,72,1271095,2022-09-03 16:34:15,2022-09-03 16:34:15
Alf Mangan,Takeel (uncredited),1977,12,Star Wars,movie,Acting,73,1271096,2022-09-03 16:34:15,2022-09-03 16:34:15
Grant McCune,Death Star Gunner (uncredited),1977,12,Star Wars,movie,Acting,74,1271102,2022-09-03 16:34:15,2022-09-03 16:34:15
Geoffrey Moon,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,75,1271104,2022-09-03 16:34:15,2022-09-03 16:34:15
Mandy Morton,Swilla Corey (uncredited),1977,12,Star Wars,movie,Acting,76,1271106,2022-09-03 16:34:15,2022-09-03 16:34:15
Lorne Peterson,Massassi Base Rebel Scout (uncredited),1977,12,Star Wars,movie,Acting,77,1271107,2022-09-03 16:34:15,2022-09-03 16:34:15
Marcus Powell,Rycar Ryjerd (uncredited),1977,12,Star Wars,movie,Acting,78,1183443,2022-09-03 16:34:15,2022-09-03 16:34:15
Shane Rimmer,InCom Engineer (uncredited),1977,12,Star Wars,movie,Acting,79,10657,2022-09-03 16:34:15,2022-09-03 16:34:15
Pam Rose,Leesub Sirln (uncredited),1977,12,Star Wars,movie,Acting,80,1271116,2022-09-03 16:34:15,2022-09-03 16:34:15
George Roubicek,Cmdr. Praji (Imperial Officer #2 on rebel ship) (uncredited),1977,12,Star Wars,movie,Acting,81,110319,2022-09-03 16:34:15,2022-09-03 16:34:15
Erica Simmons,Tawss Khaa (uncredited),1977,12,Star Wars,movie,Acting,82,1271121,2022-09-03 16:34:15,2022-09-03 16:34:15
Angela Staines,Senni Tonnika (uncredited),1977,12,Star Wars,movie,Acting,83,1271122,2022-09-03 16:34:15,2022-09-03 16:34:15
George Stock,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,84,1271123,2022-09-03 16:34:15,2022-09-03 16:34:15
Roy Straite,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,85,1271124,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Sturgeon,Sai'torr Kal Fas (uncredited),1977,12,Star Wars,movie,Acting,86,1271125,2022-09-03 16:34:15,2022-09-03 16:34:15
Peter Sumner,Lt. Pol Treidum (uncredited),1977,12,Star Wars,movie,Acting,87,187398,2022-09-03 16:34:15,2022-09-03 16:34:15
John Sylla,Cantina Voices (voice) (uncredited),1977,12,Star Wars,movie,Acting,88,1271126,2022-09-03 16:34:15,2022-09-03 16:34:15
Tom Sylla,Massassi Outpost Announcer / Various Voices (voice) (uncredited),1977,12,Star Wars,movie,Directing,89,390158,2022-09-03 16:34:15,2022-09-03 16:34:15
Malcolm Tierney,Lt. Shann Childsen (uncredited),1977,12,Star Wars,movie,Acting,90,166258,2022-09-03 16:34:15,2022-09-03 16:34:15
Phil Tippett,Cantina Alien (uncredited),1977,12,Star Wars,movie,Visual Effects,91,7727,2022-09-03 16:34:15,2022-09-03 16:34:15
Burnell Tucker,Del Goren (uncredited),1977,12,Star Wars,movie,Acting,92,184980,2022-09-03 16:34:15,2022-09-03 16:34:15
Morgan Upton,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Acting,93,160947,2022-09-03 16:34:15,2022-09-03 16:34:15
Jerry Walter,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Acting,94,161301,2022-09-03 16:34:15,2022-09-03 16:34:15
Hal Wamsley,Jawa (uncredited),1977,12,Star Wars,movie,Acting,95,1271127,2022-09-03 16:34:15,2022-09-03 16:34:15
Larry Ward,Greedo (voice) (uncredited),1977,12,Star Wars,movie,Acting,96,159108,2022-09-03 16:34:15,2022-09-03 16:34:15
Diana Sadley Way,Thuku (uncredited),1977,12,Star Wars,movie,Acting,97,1271128,2022-09-03 16:34:15,2022-09-03 16:34:15
Bill Weston,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,98,24278,2022-09-03 16:34:15,2022-09-03 16:34:15
Fred Wood,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,99,1271131,2022-09-03 16:34:15,2022-09-03 16:34:15
Colin Higgins,"Rebel Pilot, Col. Takbright (uncredited)",1977,12,Star Wars,movie,Acting,100,301657,2022-09-03 16:34:15,2022-09-03 16:34:15
Ron Tarr,Jabba's Henchman (uncredited),1977,12,Star Wars,movie,Acting,101,1490615,2022-09-03 16:34:15,2022-09-03 16:34:15
Anthony Forrest,Sandtrooper / Fixer (uncredited),1977,12,Star Wars,movie,Acting,102,227857,2022-09-03 16:34:15,2022-09-03 16:34:15
Frances Alfred Basil Tomlin,BoShek (uncredited),1977,12,Star Wars,movie,Acting,103,2646226,2022-09-03 16:34:15,2022-09-03 16:34:15
Ronny Cush,X-Wing Pilot,1977,12,Star Wars,movie,Acting,104,2724038,2022-09-03 16:34:15,2022-09-03 16:34:15
Albert Brooks,Marlin (voice),2003,13,Finding Nemo,movie,Acting,0,13,2022-09-03 16:34:15,2022-09-03 16:34:15
Ellen DeGeneres,Dory (voice),2003,13,Finding Nemo,movie,Acting,1,14,2022-09-03 16:34:15,2022-09-03 16:34:15
Alexander Gould,Nemo (voice),2003,13,Finding Nemo,movie,Acting,2,12,2022-09-03 16:34:15,2022-09-03 16:34:15
Willem Dafoe,Gill (voice),2003,13,Finding Nemo,movie,Acting,3,5293,2022-09-03 16:34:15,2022-09-03 16:34:15
Brad Garrett,Bloat (voice),2003,13,Finding Nemo,movie,Acting,4,18,2022-09-03 16:34:15,2022-09-03 16:34:15
Allison Janney,Peach (voice),2003,13,Finding Nemo,movie,Acting,5,19,2022-09-03 16:34:15,2022-09-03 16:34:15
Austin Pendleton,Gurgle (voice),2003,13,Finding Nemo,movie,Acting,6,6168,2022-09-03 16:34:15,2022-09-03 16:34:15
Stephen Root,Bubbles (voice),2003,13,Finding Nemo,movie,Acting,7,17401,2022-09-03 16:34:15,2022-09-03 16:34:15
Vicki Lewis,Deb / Flo (voice),2003,13,Finding Nemo,movie,Acting,8,14723,2022-09-03 16:34:15,2022-09-03 16:34:15
Joe Ranft,Jacques (voice),2003,13,Finding Nemo,movie,Writing,9,7911,2022-09-03 16:34:15,2022-09-03 16:34:15
Geoffrey Rush,Nigel (voice),2003,13,Finding Nemo,movie,Acting,10,118,2022-09-03 16:34:15,2022-09-03 16:34:15
Andrew Stanton,Crush (voice),2003,13,Finding Nemo,movie,Writing,11,7,2022-09-03 16:34:15,2022-09-03 16:34:15
Elizabeth Perkins,Coral (voice),2003,13,Finding Nemo,movie,Acting,12,20,2022-09-03 16:34:15,2022-09-03 16:34:15
Nicholas Bird,Squirt (voice),2003,13,Finding Nemo,movie,Acting,13,981048,2022-09-03 16:34:15,2022-09-03 16:34:15
Bob Peterson,Mr. Ray (voice),2003,13,Finding Nemo,movie,Acting,14,10,2022-09-03 16:34:15,2022-09-03 16:34:15
Barry Humphries,Bruce (voice),2003,13,Finding Nemo,movie,Acting,15,22,2022-09-03 16:34:15,2022-09-03 16:34:15
Eric Bana,Anchor (voice),2003,13,Finding Nemo,movie,Acting,16,8783,2022-09-03 16:34:15,2022-09-03 16:34:15
Bruce Spence,Chum (voice),2003,13,Finding Nemo,movie,Acting,17,27752,2022-09-03 16:34:15,2022-09-03 16:34:15
Bill Hunter,Dentist (voice),2003,13,Finding Nemo,movie,Acting,18,23,2022-09-03 16:34:15,2022-09-03 16:34:15
LuLu Ebeling,Darla (voice),2003,13,Finding Nemo,movie,Acting,19,981049,2022-09-03 16:34:15,2022-09-03 16:34:15
Jordan Ranft,Tad (voice),2003,13,Finding Nemo,movie,Acting,20,1211731,2022-09-03 16:34:15,2022-09-03 16:34:15
Erica Beck,Pearl (voice),2003,13,Finding Nemo,movie,Acting,21,1372790,2022-09-03 16:34:15,2022-09-03 16:34:15
Erik Per Sullivan,Sheldon (voice),2003,13,Finding Nemo,movie,Acting,22,17190,2022-09-03 16:34:15,2022-09-03 16:34:15
John Ratzenberger,Fish School (voice),2003,13,Finding Nemo,movie,Acting,23,7907,2022-09-03 16:34:15,2022-09-03 16:34:15
Carlos Alazraqui,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,24,59784,2022-09-03 16:34:15,2022-09-03 16:34:15
Alec Medlock,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,25,91776,2022-09-03 16:34:15,2022-09-03 16:34:15
Bob Bergen,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,26,78317,2022-09-03 16:34:15,2022-09-03 16:34:15
Nicole Miller,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,27,1440346,2022-09-03 16:34:15,2022-09-03 16:34:15
Geoff Brooks,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,28,28746,2022-09-03 16:34:15,2022-09-03 16:34:15
Lisa Peers,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,29,1356958,2022-09-03 16:34:15,2022-09-03 16:34:15
Paul Eiding,Additional Voice  (voice),2003,13,Finding Nemo,movie,Acting,30,86006,2022-09-03 16:34:15,2022-09-03 16:34:15
Phil Proctor,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,31,61969,2022-09-03 16:34:15,2022-09-03 16:34:15
Leland Grossman,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,32,3398277,2022-09-03 16:34:15,2022-09-03 16:34:15
Daryl Sabara,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,33,57675,2022-09-03 16:34:15,2022-09-03 16:34:15
Lili Ishida,Additional Voices,2003,13,Finding Nemo,movie,Acting,34,3147350,2022-09-03 16:34:15,2022-09-03 16:34:15
Emmett Shoemaker,Additional Voices (voice),2003,13,Finding Nemo,movie,Acting,35,1224858,2022-09-03 16:34:15,2022-09-03 16:34:15
Oliver Kindred,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,36,75322,2022-09-03 16:34:15,2022-09-03 16:34:15
Ben Stanton,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,37,3398279,2022-09-03 16:34:15,2022-09-03 16:34:15
Danny Mann,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,38,52699,2022-09-03 16:34:15,2022-09-03 16:34:15
Kali Whitehurst,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,39,3149499,2022-09-03 16:34:15,2022-09-03 16:34:15
Rove McManus,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,40,136272,2022-09-03 16:34:15,2022-09-03 16:34:15
James S. Baker,Additional Voices  (voice),2003,13,Finding Nemo,movie,Art,41,1992727,2022-09-03 16:34:15,2022-09-03 16:34:15
Vanessa Marano,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,42,120617,2022-09-03 16:34:15,2022-09-03 16:34:15
Susan Blu,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,43,19548,2022-09-03 16:34:15,2022-09-03 16:34:15
Annelise Nolting,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,44,3398280,2022-09-03 16:34:15,2022-09-03 16:34:15
Jeff Pidgeon,Additional Voices  (voice),2003,13,Finding Nemo,movie,Writing,45,7882,2022-09-03 16:34:15,2022-09-03 16:34:15
Jennifer Darling,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,46,81843,2022-09-03 16:34:15,2022-09-03 16:34:15
Aaron Fors,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,47,53209,2022-09-03 16:34:15,2022-09-03 16:34:15
Katherine Ringgold,Additional Voices  (voice),2003,13,Finding Nemo,movie,Editing,48,8066,2022-09-03 16:34:15,2022-09-03 16:34:15
Jess Harnell,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,49,84495,2022-09-03 16:34:15,2022-09-03 16:34:15
David Ian Salter,Additional Voices  (voice),2003,13,Finding Nemo,movie,Editing,50,12914,2022-09-03 16:34:15,2022-09-03 16:34:15
Caroline Kindred,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,51,3398285,2022-09-03 16:34:15,2022-09-03 16:34:15
Sherry Lynn,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,52,214701,2022-09-03 16:34:15,2022-09-03 16:34:15
Jim Ward,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,53,86007,2022-09-03 16:34:15,2022-09-03 16:34:15
Mickie McGowan,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,54,84493,2022-09-03 16:34:15,2022-09-03 16:34:15
Jack Angel,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,55,19545,2022-09-03 16:34:15,2022-09-03 16:34:15
Laura Marano,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,56,54722,2022-09-03 16:34:15,2022-09-03 16:34:15
Bobby Block,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,57,12078,2022-09-03 16:34:15,2022-09-03 16:34:15
Laraine Newman,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,58,35159,2022-09-03 16:34:15,2022-09-03 16:34:15
Jane Carr,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,59,42000,2022-09-03 16:34:15,2022-09-03 16:34:15
Jessie Flower,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,60,61304,2022-09-03 16:34:15,2022-09-03 16:34:15
Jan Rabson,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,61,157626,2022-09-03 16:34:15,2022-09-03 16:34:15
Bradley Trevor Greive,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,62,2150365,2022-09-03 16:34:15,2022-09-03 16:34:15
Evan Sabara,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,63,38407,2022-09-03 16:34:15,2022-09-03 16:34:15
Marc John Jefferies,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,64,62646,2022-09-03 16:34:15,2022-09-03 16:34:15
Eliza Schneider,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,65,181464,2022-09-03 16:34:15,2022-09-03 16:34:15
Lee Unkrich,Additional Voices  (voice),2003,13,Finding Nemo,movie,Directing,66,8,2022-09-03 16:34:15,2022-09-03 16:34:15
Noah Luke,Additional Voices  (voice),2003,13,Finding Nemo,movie,Camera,67,1231571,2022-09-03 16:34:15,2022-09-03 16:34:15
